,Player_Name,Country,Overs,Maidens,Runs,Wickets,Economy,Inns,Opposition,Ground,Start_Date
34791,Ahmed Faiz,MAS,DNB,-,-,-,-,1,Thailand,Kuala Lumpur,1 Aug 2023
34792,Ainool Hafizs,MAS,DNB,-,-,-,-,1,Thailand,Kuala Lumpur,1 Aug 2023
34793,Syed Aziz,MAS,DNB,-,-,-,-,1,Thailand,Kuala Lumpur,1 Aug 2023
34794,Zubaidi Zulkifle,MAS,DNB,-,-,-,-,1,Thailand,Kuala Lumpur,1 Aug 2023
34795,Muhammad Amir,MAS,DNB,-,-,-,-,1,Thailand,Kuala Lumpur,1 Aug 2023
34796,P Suanchuai,THA,DNB,-,-,-,-,2,Malaysia,Kuala Lumpur,1 Aug 2023
34797,Y Saranonnakkun,THA,DNB,-,-,-,-,2,Malaysia,Kuala Lumpur,1 Aug 2023
34798,K Namchaikul,THA,DNB,-,-,-,-,2,Malaysia,Kuala Lumpur,1 Aug 2023
34799,AP Yadav,THA,DNB,-,-,-,-,2,Malaysia,Kuala Lumpur,1 Aug 2023
34800,SV Samson,IND,DNB,-,-,-,-,1,West Indies,Tarouba,3 Aug 2023
34801,SA Yadav,IND,DNB,-,-,-,-,1,West Indies,Tarouba,3 Aug 2023
34802,Ishan Kishan,IND,DNB,-,-,-,-,1,West Indies,Tarouba,3 Aug 2023
34803,Shubman Gill,IND,DNB,-,-,-,-,1,West Indies,Tarouba,3 Aug 2023
34804,NT Tilak Varma,IND,DNB,-,-,-,-,1,West Indies,Tarouba,3 Aug 2023
34805,J Charles,WI,DNB,-,-,-,-,2,India,Tarouba,3 Aug 2023
34806,KR Mayers,WI,DNB,-,-,-,-,2,India,Tarouba,3 Aug 2023
34807,N Pooran,WI,DNB,-,-,-,-,2,India,Tarouba,3 Aug 2023
34808,SO Hetmyer,WI,DNB,-,-,-,-,2,India,Tarouba,3 Aug 2023
34809,BA King,WI,DNB,-,-,-,-,2,India,Tarouba,3 Aug 2023
34810,R Powell,WI,DNB,-,-,-,-,2,India,Tarouba,3 Aug 2023
34811,A Magdalenic,CRT,DNB,-,-,-,-,1,Hungary,Szodliget,5 Aug 2023
34812,P Bosnjak,CRT,DNB,-,-,-,-,1,Hungary,Szodliget,5 Aug 2023
34813,Ivan Splicevic,CRT,DNB,-,-,-,-,1,Hungary,Szodliget,5 Aug 2023
34814,V Pulibanti,CRT,DNB,-,-,-,-,1,Hungary,Szodliget,5 Aug 2023
34815,ID Matic,CRT,DNB,-,-,-,-,1,Hungary,Szodliget,5 Aug 2023
34816,Abhijeet Ahuja,HUN,DNB,-,-,-,-,2,Croatia,Szodliget,5 Aug 2023
34817,Abhishek Ahuja,HUN,DNB,-,-,-,-,2,Croatia,Szodliget,5 Aug 2023
34818,Zahir Mohammed,HUN,DNB,-,-,-,-,2,Croatia,Szodliget,5 Aug 2023
34819,Ali Yalmaz,HUN,DNB,-,-,-,-,2,Croatia,Szodliget,5 Aug 2023
34820,V Ravindran,HUN,DNB,-,-,-,-,2,Croatia,Szodliget,5 Aug 2023
34821,Zeeshan Kukikhel,HUN,DNB,-,-,-,-,1,Croatia,Szodliget,6 Aug 2023
34822,Abhishek Ahuja,HUN,DNB,-,-,-,-,1,Croatia,Szodliget,6 Aug 2023
34823,Zahir Mohammed,HUN,DNB,-,-,-,-,1,Croatia,Szodliget,6 Aug 2023
34824,Ali Yalmaz,HUN,DNB,-,-,-,-,1,Croatia,Szodliget,6 Aug 2023
34825,WK Bitis,CRT,DNB,-,-,-,-,2,Hungary,Szodliget,6 Aug 2023
34826,Sohail Ahmad,CRT,DNB,-,-,-,-,2,Hungary,Szodliget,6 Aug 2023
34827,V Zanko,CRT,DNB,-,-,-,-,2,Hungary,Szodliget,6 Aug 2023
34828,P Bosnjak,CRT,DNB,-,-,-,-,2,Hungary,Szodliget,6 Aug 2023
34829,Ivan Splicevic,CRT,DNB,-,-,-,-,2,Hungary,Szodliget,6 Aug 2023
34830,ID Matic,CRT,DNB,-,-,-,-,2,Hungary,Szodliget,6 Aug 2023
34831,J Charles,WI,DNB,-,-,-,-,1,India,Providence,6 Aug 2023
34832,N Pooran,WI,DNB,-,-,-,-,1,India,Providence,6 Aug 2023
34833,SO Hetmyer,WI,DNB,-,-,-,-,1,India,Providence,6 Aug 2023
34834,BA King,WI,DNB,-,-,-,-,1,India,Providence,6 Aug 2023
34835,R Powell,WI,DNB,-,-,-,-,1,India,Providence,6 Aug 2023
34836,SV Samson,IND,DNB,-,-,-,-,2,West Indies,Providence,6 Aug 2023
34837,SA Yadav,IND,DNB,-,-,-,-,2,West Indies,Providence,6 Aug 2023
34838,AR Patel,IND,DNB,-,-,-,-,2,West Indies,Providence,6 Aug 2023
34839,Ishan Kishan,IND,DNB,-,-,-,-,2,West Indies,Providence,6 Aug 2023
34840,Shubman Gill,IND,DNB,-,-,-,-,2,West Indies,Providence,6 Aug 2023
34841,NT Tilak Varma,IND,DNB,-,-,-,-,2,West Indies,Providence,6 Aug 2023
34842,SV Samson,IND,DNB,-,-,-,-,1,West Indies,Providence,8 Aug 2023
34843,SA Yadav,IND,DNB,-,-,-,-,1,West Indies,Providence,8 Aug 2023
34844,Shubman Gill,IND,DNB,-,-,-,-,1,West Indies,Providence,8 Aug 2023
34845,YBK Jaiswal,IND,DNB,-,-,-,-,1,West Indies,Providence,8 Aug 2023
34846,NT Tilak Varma,IND,DNB,-,-,-,-,1,West Indies,Providence,8 Aug 2023
34847,J Charles,WI,DNB,-,-,-,-,2,India,Providence,8 Aug 2023
34848,KR Mayers,WI,DNB,-,-,-,-,2,India,Providence,8 Aug 2023
34849,N Pooran,WI,DNB,-,-,-,-,2,India,Providence,8 Aug 2023
34850,SO Hetmyer,WI,DNB,-,-,-,-,2,India,Providence,8 Aug 2023
34851,BA King,WI,DNB,-,-,-,-,2,India,Providence,8 Aug 2023
34852,SV Samson,IND,DNB,-,-,-,-,1,West Indies,Lauderhill,12 Aug 2023
34853,SA Yadav,IND,DNB,-,-,-,-,1,West Indies,Lauderhill,12 Aug 2023
34854,Shubman Gill,IND,DNB,-,-,-,-,1,West Indies,Lauderhill,12 Aug 2023
34855,YBK Jaiswal,IND,DNB,-,-,-,-,1,West Indies,Lauderhill,12 Aug 2023
34856,NT Tilak Varma,IND,DNB,-,-,-,-,1,West Indies,Lauderhill,12 Aug 2023
34857,KR Mayers,WI,DNB,-,-,-,-,2,India,Lauderhill,12 Aug 2023
34858,SD Hope,WI,DNB,-,-,-,-,2,India,Lauderhill,12 Aug 2023
34859,N Pooran,WI,DNB,-,-,-,-,2,India,Lauderhill,12 Aug 2023
34860,SO Hetmyer,WI,DNB,-,-,-,-,2,India,Lauderhill,12 Aug 2023
34861,BA King,WI,DNB,-,-,-,-,2,India,Lauderhill,12 Aug 2023
34862,SD Hope,WI,DNB,-,-,-,-,1,India,Lauderhill,13 Aug 2023
34863,N Pooran,WI,DNB,-,-,-,-,1,India,Lauderhill,13 Aug 2023
34864,SO Hetmyer,WI,DNB,-,-,-,-,1,India,Lauderhill,13 Aug 2023
34865,BA King,WI,DNB,-,-,-,-,1,India,Lauderhill,13 Aug 2023
34866,R Powell,WI,DNB,-,-,-,-,1,India,Lauderhill,13 Aug 2023
34867,SV Samson,IND,DNB,-,-,-,-,2,West Indies,Lauderhill,13 Aug 2023
34868,SA Yadav,IND,DNB,-,-,-,-,2,West Indies,Lauderhill,13 Aug 2023
34869,Shubman Gill,IND,DNB,-,-,-,-,2,West Indies,Lauderhill,13 Aug 2023
34870,H Singh,GER,DNB,-,-,-,-,1,Guernsey,Deventer,14 Aug 2023
34871,Faisal Mubashir,GER,DNB,-,-,-,-,1,Guernsey,Deventer,14 Aug 2023
34872,Talha Khan,GER,DNB,-,-,-,-,1,Guernsey,Deventer,14 Aug 2023
34873,Sachin Mandy,GER,DNB,-,-,-,-,1,Guernsey,Deventer,14 Aug 2023
34874,Shahid Afridi,GER,DNB,-,-,-,-,1,Guernsey,Deventer,14 Aug 2023
34875,LB Ferbrache,GUE,DNB,-,-,-,-,2,Germany,Deventer,14 Aug 2023
34876,GH Smit,GUE,DNB,-,-,-,-,2,Germany,Deventer,14 Aug 2023
34877,OB Nightingale,GUE,DNB,-,-,-,-,2,Germany,Deventer,14 Aug 2023
34878,A Bushell,GUE,DNB,-,-,-,-,2,Germany,Deventer,14 Aug 2023
34879,J Butler,GUE,DNB,-,-,-,-,2,Germany,Deventer,14 Aug 2023
34880,LB Ferbrache,GUE,DNB,-,-,-,-,1,Germany,Deventer,14 Aug 2023
34881,GH Smit,GUE,DNB,-,-,-,-,1,Germany,Deventer,14 Aug 2023
34882,DR Hooper,GUE,DNB,-,-,-,-,1,Germany,Deventer,14 Aug 2023
34883,OB Nightingale,GUE,DNB,-,-,-,-,1,Germany,Deventer,14 Aug 2023
34884,A Bushell,GUE,DNB,-,-,-,-,1,Germany,Deventer,14 Aug 2023
34885,J Butler,GUE,DNB,-,-,-,-,1,Germany,Deventer,14 Aug 2023
34886,H Singh,GER,DNB,-,-,-,-,2,Guernsey,Deventer,14 Aug 2023
34887,Faisal Mubashir,GER,DNB,-,-,-,-,2,Guernsey,Deventer,14 Aug 2023
34888,V Ganesan,GER,DNB,-,-,-,-,2,Guernsey,Deventer,14 Aug 2023
34889,Talha Khan,GER,DNB,-,-,-,-,2,Guernsey,Deventer,14 Aug 2023
34890,Sachin Mandy,GER,DNB,-,-,-,-,2,Guernsey,Deventer,14 Aug 2023
34891,Faisal Mubashir,GER,DNB,-,-,-,-,1,Guernsey,Deventer,15 Aug 2023
34892,V Ganesan,GER,DNB,-,-,-,-,1,Guernsey,Deventer,15 Aug 2023
34893,Talha Khan,GER,DNB,-,-,-,-,1,Guernsey,Deventer,15 Aug 2023
34894,Sachin Mandy,GER,DNB,-,-,-,-,1,Guernsey,Deventer,15 Aug 2023
34895,Shahid Afridi,GER,DNB,-,-,-,-,1,Guernsey,Deventer,15 Aug 2023
34896,LB Ferbrache,GUE,DNB,-,-,-,-,2,Germany,Deventer,15 Aug 2023
34897,GH Smit,GUE,DNB,-,-,-,-,2,Germany,Deventer,15 Aug 2023
34898,OB Nightingale,GUE,DNB,-,-,-,-,2,Germany,Deventer,15 Aug 2023
34899,MWR Stokes,GUE,DNB,-,-,-,-,2,Germany,Deventer,15 Aug 2023
34900,A Bushell,GUE,DNB,-,-,-,-,2,Germany,Deventer,15 Aug 2023
34901,J Butler,GUE,DNB,-,-,-,-,2,Germany,Deventer,15 Aug 2023
34902,Asif Khan,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),17 Aug 2023
34903,Ansh Tandon,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),17 Aug 2023
34904,V Aravind,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),17 Aug 2023
34905,Muhammad Waseem,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),17 Aug 2023
34906,A Sharma,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),17 Aug 2023
34907,CJ Bowes,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),17 Aug 2023
34908,MS Chapman,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),17 Aug 2023
34909,D Cleaver,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),17 Aug 2023
34910,TL Seifert,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),17 Aug 2023
34911,Zeeshan Khan,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,18 Aug 2023
34912,Jaspal Singh,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,18 Aug 2023
34913,C Sudarsanan,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,18 Aug 2023
34914,G Thakur,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,18 Aug 2023
34915,G Manan,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,18 Aug 2023
34916,S Nadigotla,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,18 Aug 2023
34917,R Satheesan,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,18 Aug 2023
34918,Luca Petre,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,18 Aug 2023
34919,KA Vimlesh,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,18 Aug 2023
34920,SV Samson,IND,DNB,-,-,-,-,1,Ireland,Dublin (Malahide),18 Aug 2023
34921,RK Singh,IND,DNB,-,-,-,-,1,Ireland,Dublin (Malahide),18 Aug 2023
34922,RD Gaikwad,IND,DNB,-,-,-,-,1,Ireland,Dublin (Malahide),18 Aug 2023
34923,YBK Jaiswal,IND,DNB,-,-,-,-,1,Ireland,Dublin (Malahide),18 Aug 2023
34924,NT Tilak Varma,IND,DNB,-,-,-,-,1,Ireland,Dublin (Malahide),18 Aug 2023
34925,A Balbirnie,IRE,DNB,-,-,-,-,2,India,Dublin (Malahide),18 Aug 2023
34926,PR Stirling,IRE,DNB,-,-,-,-,2,India,Dublin (Malahide),18 Aug 2023
34927,GH Dockrell,IRE,DNB,-,-,-,-,2,India,Dublin (Malahide),18 Aug 2023
34928,C Campher,IRE,DNB,-,-,-,-,2,India,Dublin (Malahide),18 Aug 2023
34929,LJ Tucker,IRE,DNB,-,-,-,-,2,India,Dublin (Malahide),18 Aug 2023
34930,B White,IRE,DNB,-,-,-,-,2,India,Dublin (Malahide),18 Aug 2023
34931,HT Tector,IRE,DNB,-,-,-,-,2,India,Dublin (Malahide),18 Aug 2023
34932,SSM Stanislaus,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,19 Aug 2023
34933,VP Thamotharam,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,19 Aug 2023
34934,Zeeshan Khan,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,19 Aug 2023
34935,Jaspal Singh,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,19 Aug 2023
34936,C Sudarsanan,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,19 Aug 2023
34937,G Thakur,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,19 Aug 2023
34938,L Gherasim,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,19 Aug 2023
34939,S Nadigotla,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,19 Aug 2023
34940,R Satheesan,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,19 Aug 2023
34941,S Periyalwar,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,19 Aug 2023
34942,KA Vimlesh,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,19 Aug 2023
34943,S Nadigotla,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,19 Aug 2023
34944,R Satheesan,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,19 Aug 2023
34945,S Periyalwar,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,19 Aug 2023
34946,Sukhkaran Sahi,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,19 Aug 2023
34947,Rohit Kumar,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,19 Aug 2023
34948,Luca Petre,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,19 Aug 2023
34949,B Arora,MLT,DNB,-,-,-,-,2,Romania,Ilfov County,19 Aug 2023
34950,Zeeshan Khan,MLT,DNB,-,-,-,-,2,Romania,Ilfov County,19 Aug 2023
34951,Jaspal Singh,MLT,DNB,-,-,-,-,2,Romania,Ilfov County,19 Aug 2023
34952,C Sudarsanan,MLT,DNB,-,-,-,-,2,Romania,Ilfov County,19 Aug 2023
34953,G Thakur,MLT,DNB,-,-,-,-,2,Romania,Ilfov County,19 Aug 2023
34954,Asif Khan,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),19 Aug 2023
34955,Ansh Tandon,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),19 Aug 2023
34956,V Aravind,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),19 Aug 2023
34957,Muhammad Waseem,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),19 Aug 2023
34958,A Sharma,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),19 Aug 2023
34959,CJ Bowes,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),19 Aug 2023
34960,MS Chapman,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),19 Aug 2023
34961,D Cleaver,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),19 Aug 2023
34962,TL Seifert,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),19 Aug 2023
34963,R Ravindra,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),19 Aug 2023
34964,L Gherasim,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,20 Aug 2023
34965,S Nadigotla,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,20 Aug 2023
34966,R Satheesan,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,20 Aug 2023
34967,S Periyalwar,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,20 Aug 2023
34968,Rohit Kumar,ROM,DNB,-,-,-,-,1,Malta,Ilfov County,20 Aug 2023
34969,SSM Stanislaus,MLT,DNB,-,-,-,-,2,Romania,Ilfov County,20 Aug 2023
34970,Zeeshan Khan,MLT,DNB,-,-,-,-,2,Romania,Ilfov County,20 Aug 2023
34971,C Sudarsanan,MLT,DNB,-,-,-,-,2,Romania,Ilfov County,20 Aug 2023
34972,G Thakur,MLT,DNB,-,-,-,-,2,Romania,Ilfov County,20 Aug 2023
34973,E Dusingizimana,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,20 Aug 2023
34974,O Tuyisenge,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,20 Aug 2023
34975,D Ndikubwimana,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,20 Aug 2023
34976,W Niyitanga,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,20 Aug 2023
34977,O Manishimwe,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,20 Aug 2023
34978,RG Mukasa,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,20 Aug 2023
34979,B Masaba,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,20 Aug 2023
34980,S Ssesazi,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,20 Aug 2023
34981,P Murungi,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,20 Aug 2023
34982,CN Kakuru,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,20 Aug 2023
34983,R Lutaaya,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,20 Aug 2023
34984,DR Patankar,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,20 Aug 2023
34985,VP Thamotharam,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,20 Aug 2023
34986,Zeeshan Khan,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,20 Aug 2023
34987,Jaspal Singh,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,20 Aug 2023
34988,C Sudarsanan,MLT,DNB,-,-,-,-,1,Romania,Ilfov County,20 Aug 2023
34989,S Nadigotla,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,20 Aug 2023
34990,R Satheesan,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,20 Aug 2023
34991,S Vashisht,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,20 Aug 2023
34992,S Periyalwar,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,20 Aug 2023
34993,Sukhkaran Sahi,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,20 Aug 2023
34994,Rohit Kumar,ROM,DNB,-,-,-,-,2,Malta,Ilfov County,20 Aug 2023
34995,RG Mukasa,UGA,DNB,-,-,-,-,1,Tanzania,Rwanda,20 Aug 2023
34996,S Ssesazi,UGA,DNB,-,-,-,-,1,Tanzania,Rwanda,20 Aug 2023
34997,RB Patel,UGA,DNB,-,-,-,-,1,Tanzania,Rwanda,20 Aug 2023
34998,CN Kakuru,UGA,DNB,-,-,-,-,1,Tanzania,Rwanda,20 Aug 2023
34999,R Lutaaya,UGA,DNB,-,-,-,-,1,Tanzania,Rwanda,20 Aug 2023
35000,AR Patwa,TAN,DNB,-,-,-,-,2,Uganda,Rwanda,20 Aug 2023
35001,Jitin Singh,TAN,DNB,-,-,-,-,2,Uganda,Rwanda,20 Aug 2023
35002,M Yunusu Issa,TAN,DNB,-,-,-,-,2,Uganda,Rwanda,20 Aug 2023
35003,II Selemani,TAN,DNB,-,-,-,-,2,Uganda,Rwanda,20 Aug 2023
35004,MO Kitunda,TAN,DNB,-,-,-,-,2,Uganda,Rwanda,20 Aug 2023
35005,AP Rajeevan,TAN,DNB,-,-,-,-,2,Uganda,Rwanda,20 Aug 2023
35006,A Balbirnie,IRE,DNB,-,-,-,-,1,India,Dublin (Malahide),20 Aug 2023
35007,PR Stirling,IRE,DNB,-,-,-,-,1,India,Dublin (Malahide),20 Aug 2023
35008,GH Dockrell,IRE,DNB,-,-,-,-,1,India,Dublin (Malahide),20 Aug 2023
35009,C Campher,IRE,DNB,-,-,-,-,1,India,Dublin (Malahide),20 Aug 2023
35010,LJ Tucker,IRE,DNB,-,-,-,-,1,India,Dublin (Malahide),20 Aug 2023
35011,HT Tector,IRE,DNB,-,-,-,-,1,India,Dublin (Malahide),20 Aug 2023
35012,SV Samson,IND,DNB,-,-,-,-,2,Ireland,Dublin (Malahide),20 Aug 2023
35013,RK Singh,IND,DNB,-,-,-,-,2,Ireland,Dublin (Malahide),20 Aug 2023
35014,RD Gaikwad,IND,DNB,-,-,-,-,2,Ireland,Dublin (Malahide),20 Aug 2023
35015,YBK Jaiswal,IND,DNB,-,-,-,-,2,Ireland,Dublin (Malahide),20 Aug 2023
35016,NT Tilak Varma,IND,DNB,-,-,-,-,2,Ireland,Dublin (Malahide),20 Aug 2023
35017,Asif Khan,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),20 Aug 2023
35018,Ansh Tandon,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),20 Aug 2023
35019,V Aravind,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),20 Aug 2023
35020,Muhammad Waseem,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),20 Aug 2023
35021,A Sharma,UAE,DNB,-,-,-,-,1,New Zealand,Dubai (DICS),20 Aug 2023
35022,CJ Bowes,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),20 Aug 2023
35023,MS Chapman,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),20 Aug 2023
35024,WA Young,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),20 Aug 2023
35025,D Foxcroft,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),20 Aug 2023
35026,TL Seifert,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),20 Aug 2023
35027,R Ravindra,NZ,DNB,-,-,-,-,2,U.A.E.,Dubai (DICS),20 Aug 2023
35028,O Tuyisenge,RWN,DNB,-,-,-,-,1,Tanzania,Rwanda,21 Aug 2023
35029,E Niyomugabo,RWN,DNB,-,-,-,-,1,Tanzania,Rwanda,21 Aug 2023
35030,D Ndikubwimana,RWN,DNB,-,-,-,-,1,Tanzania,Rwanda,21 Aug 2023
35031,W Niyitanga,RWN,DNB,-,-,-,-,1,Tanzania,Rwanda,21 Aug 2023
35032,O Manishimwe,RWN,DNB,-,-,-,-,1,Tanzania,Rwanda,21 Aug 2023
35033,AR Patwa,TAN,DNB,-,-,-,-,2,Rwanda,Rwanda,21 Aug 2023
35034,II Selemani,TAN,DNB,-,-,-,-,2,Rwanda,Rwanda,21 Aug 2023
35035,MO Kitunda,TAN,DNB,-,-,-,-,2,Rwanda,Rwanda,21 Aug 2023
35036,AP Rajeevan,TAN,DNB,-,-,-,-,2,Rwanda,Rwanda,21 Aug 2023
35037,AR Patwa,TAN,DNB,-,-,-,-,1,Uganda,Rwanda,21 Aug 2023
35038,II Selemani,TAN,DNB,-,-,-,-,1,Uganda,Rwanda,21 Aug 2023
35039,MO Kitunda,TAN,DNB,-,-,-,-,1,Uganda,Rwanda,21 Aug 2023
35040,AP Rajeevan,TAN,DNB,-,-,-,-,1,Uganda,Rwanda,21 Aug 2023
35041,RG Mukasa,UGA,DNB,-,-,-,-,2,Tanzania,Rwanda,21 Aug 2023
35042,S Ssesazi,UGA,DNB,-,-,-,-,2,Tanzania,Rwanda,21 Aug 2023
35043,RB Patel,UGA,DNB,-,-,-,-,2,Tanzania,Rwanda,21 Aug 2023
35044,CN Kakuru,UGA,DNB,-,-,-,-,2,Tanzania,Rwanda,21 Aug 2023
35045,R Lutaaya,UGA,DNB,-,-,-,-,2,Tanzania,Rwanda,21 Aug 2023
35046,E Dusingizimana,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,22 Aug 2023
35047,O Tuyisenge,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,22 Aug 2023
35048,E Niyomugabo,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,22 Aug 2023
35049,D Ndikubwimana,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,22 Aug 2023
35050,W Niyitanga,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,22 Aug 2023
35051,RG Mukasa,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,22 Aug 2023
35052,S Ssesazi,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,22 Aug 2023
35053,RB Patel,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,22 Aug 2023
35054,P Murungi,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,22 Aug 2023
35055,R Lutaaya,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,22 Aug 2023
35056,AR Patwa,TAN,DNB,-,-,-,-,1,Rwanda,Rwanda,22 Aug 2023
35057,Jitin Singh,TAN,DNB,-,-,-,-,1,Rwanda,Rwanda,22 Aug 2023
35058,II Selemani,TAN,DNB,-,-,-,-,1,Rwanda,Rwanda,22 Aug 2023
35059,AP Rajeevan,TAN,DNB,-,-,-,-,1,Rwanda,Rwanda,22 Aug 2023
35060,E Dusingizimana,RWN,DNB,-,-,-,-,2,Tanzania,Rwanda,22 Aug 2023
35061,O Tuyisenge,RWN,DNB,-,-,-,-,2,Tanzania,Rwanda,22 Aug 2023
35062,E Niyomugabo,RWN,DNB,-,-,-,-,2,Tanzania,Rwanda,22 Aug 2023
35063,D Ndikubwimana,RWN,DNB,-,-,-,-,2,Tanzania,Rwanda,22 Aug 2023
35064,O Manishimwe,RWN,DNB,-,-,-,-,2,Tanzania,Rwanda,22 Aug 2023
35065,E Dusingizimana,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,24 Aug 2023
35066,O Tuyisenge,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,24 Aug 2023
35067,D Ndikubwimana,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,24 Aug 2023
35068,W Niyitanga,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,24 Aug 2023
35069,O Manishimwe,RWN,DNB,-,-,-,-,1,Uganda,Rwanda,24 Aug 2023
35070,RG Mukasa,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,24 Aug 2023
35071,S Ssesazi,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,24 Aug 2023
35072,P Murungi,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,24 Aug 2023
35073,CN Kakuru,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,24 Aug 2023
35074,R Lutaaya,UGA,DNB,-,-,-,-,2,Rwanda,Rwanda,24 Aug 2023
