,Player_Name,Country,Runs,Not_Out,BF,Fours,Sixes,SR,Inns,Opposition,Ground,Start_Date
33,LA Dunbar,SRB,117,0,50,9,11,234,1,Bulgaria,Sofia,26 Jun 2022
34,SA Yadav,IND,117,0,55,14,6,212.72,2,England,Nottingham,10 Jul 2022
35,RR Hendricks,SA,117,0,63,7,10,185.71,2,Pakistan,Centurion,13 Dec 2024
36,Virandeep Singh,MAS,116,1,62,11,7,187.09,1,Indonesia,Phnom Penh,2 May 2023
37,S Davizi,CZK-R,115,1,59,7,8,194.91,1,Bulgaria,Marsa,12 May 2022
38,Waji Ul Hassan,KSA,115,1,62,16,3,185.48,1,Bhutan,Bangkok,15 Feb 2024
39,DK Kesuma,INA,115,1,71,9,7,161.97,1,Philippines,Bali,10 Jul 2025
40,Zeeshan Khan,MLT,115,0,64,10,6,179.68,1,Luxembourg,Marsa,11 Jul 2023
41,Karanbir Singh,AUT,115,0,70,7,11,164.28,1,Switzerland,Latschach,1 Jun 2025
42,Q de Kock,SA,115,0,49,6,10,234.69,2,West Indies,Centurion,29 Jan 2026
43,K Kadowaki-Fleming,JPN,114,0,46,10,10,247.82,1,South Korea,Sano,15 Oct 2022
44,Faheem Nazir,SUI,113,0,67,10,3,168.65,1,Czech Rep.,Kerava,30 Jul 2022
45,Muhammad Haziq Aiman,MAS,113,0,58,11,8,194.82,1,Philippines,Bangkok,9 Dec 2025
46,SA Yadav,IND,112,1,51,7,9,219.6,1,Sri Lanka,Rajkot,7 Jan 2023
47,HB Dickson,COK,112,1,57,10,7,196.49,2,Vanuatu,Apia (No 2),17 Aug 2024
48,Mohammad Ihsan,ESP,112,1,58,6,9,193.1,1,Croatia,Cartagena,6 Dec 2025
49,Muhammad Waseem,UAE,112,0,66,7,8,169.69,2,Ireland,Al Amerat,24 Feb 2022
50,Selim Salau,NGA,112,0,53,13,2,211.32,1,Ivory Coast,Abuja,24 Nov 2024
51,Luka Woods,SRB,112,0,57,6,7,196.49,1,Croatia,Szodliget,30 Aug 2025
52,S Davizi,CZK-R,111,1,71,14,3,156.33,1,Austria,Vinor,9 Jul 2022
53,SA Yadav,IND,111,1,51,11,7,217.64,1,New Zealand,Mount Maunganui,20 Nov 2022
54,Usman Patel,KUW,111,1,52,9,6,213.46,1,Maldives,Bangi,2 Sep 2024
55,JJ Smit,NAM,111,1,39,12,7,284.61,1,Kenya,Harare,26 Sep 2025
56,SV Samson,IND,111,0,47,11,8,236.17,1,Bangladesh,Hyderabad,12 Oct 2024
57,BJ Bennett,ZIM,111,0,60,15,2,185,1,Tanzania,Harare,30 Sep 2025
58,DS Airee,NEP,110,1,57,10,6,192.98,1,Malaysia,Kirtipur,2 Apr 2022
59,Babar Azam,PAK,110,1,66,11,5,166.66,2,England,Karachi,22 Sep 2022
60,D Visser,Samoa,110,1,60,15,3,183.33,1,Hong Kong,Singapore,23 Jul 2025
61,Karanbir Singh,AUT,110,1,47,10,9,234.04,1,Romania,Szodliget,27 Jul 2025
62,DK Kesuma,INA,110,1,68,8,6,161.76,1,Cambodia,Bali,23 Dec 2025
63,Taranjeet Singh,ROM,110,0,61,12,5,180.32,1,Czech Rep.,Marsa,13 May 2022
64,JP Inglis,AUS,110,0,50,11,8,220,1,India,Visakhapatnam,23 Nov 2023
65,Babar Hayat,HKG,110,0,49,3,13,224.48,1,Nepal,Mong Kok,9 Mar 2024
66,HL Carlyon,JER,110,0,57,4,10,192.98,1,Serbia,Krefeld,7 Jul 2024
67,Abdul Waheed,KSA,110,0,55,8,7,200,2,Bahrain,Doha,19 Nov 2024
68,YS Samra,CAN,110,0,65,11,6,169.23,1,New Zealand,Chennai,17 Feb 2026
69,A Johnson,CAN,109,1,69,9,8,157.97,1,Oman,Al Amerat,16 Nov 2022
70,PD Salt,ENG,109,1,56,4,9,194.64,2,West Indies,St George's,16 Dec 2023
71,K Kadowaki-Fleming,JPN,109,1,53,3,11,205.66,1,China,Mong Kok,15 Feb 2024
72,SV Samson,IND,109,1,56,6,9,194.64,1,South Africa,Johannesburg,15 Nov 2024
73,G Mckeon,Fran,109,0,61,5,9,178.68,1,Switzerland,Vantaa,25 Jul 2022
74,RR Rossouw,SA,109,0,56,7,8,194.64,1,Bangladesh,Sydney,27 Oct 2022
75,M Spoors,CAN,108,1,66,14,3,163.63,1,Philippines,Al Amerat,18 Feb 2022
76,Saim Hussain,BUL,108,1,55,8,7,196.36,1,Malta,Marsa,14 May 2022
77,JA Burns,ITA,108,1,55,12,4,196.36,1,Romania,Rome,16 Jun 2024
78,Faheem Nazir,SUI,107,1,68,11,4,157.35,1,Estonia,Kerava,27 Jul 2022
79,O Harvey,GHA,107,1,54,4,9,198.14,1,Gambia,Rwanda,8 Dec 2022
80,NT Tilak Varma,IND,107,1,56,8,7,191.07,1,South Africa,Centurion,13 Nov 2024
81,Mohammad Haris,PAK,107,1,46,8,7,232.6,2,Bangladesh,Lahore,1 Jun 2025
82,D Visser,Samoa,107,1,64,17,3,167.18,1,Malaysia,Singapore,24 Jul 2025
83,JJ Huo,MOZ,107,1,54,7,7,198.14,2,Eswatini,Malkerns,13 Sep 2025
84,R Powell,WI,107,0,53,4,10,201.88,1,England,Bridgetown,26 Jan 2022
85,SV Samson,IND,107,0,50,7,10,214,1,South Africa,Durban,8 Nov 2024
86,Musaddiq Ahmed,GER,107,0,53,10,9,201.88,1,Malawi,Blantyre,13 Jul 2025
87,P Nissanka,SL,107,0,58,7,6,184.48,2,India,Dubai (DICS),26 Sep 2025
88,DA Miller,SA,106,1,47,8,7,225.53,2,India,Guwahati,2 Oct 2022
89,Sheikh Rasik,HUN,106,1,38,5,12,278.94,2,Malta,Marsa,4 Feb 2025
90,TB Robinson,NZ,106,1,66,6,5,160.6,1,Australia,Mount Maunganui,1 Oct 2025
91,Dylan Steyn,CZK-R,106,0,55,17,2,192.72,1,Bulgaria,Marsa,12 May 2022
92,Ahmed Faiz,MAS,105,1,50,9,6,210,1,Myanmar,Kuala Lumpur,30 Jul 2023
93,Hasan Nawaz,PAK,105,1,45,10,7,233.33,2,New Zealand,Auckland,21 Mar 2025
94,Fiaz Ahmed,BHR,105,1,57,10,7,184.21,1,Germany,Blantyre,6 Jul 2025
95,JG Bethell,ENG,105,0,48,8,7,218.75,2,India,Wankhede,5 Mar 2026
96,K Bhurtel,NEP,104,1,61,13,1,170.49,1,Philippines,Al Amerat,19 Feb 2022
97,MS Chapman,NZ,104,1,57,11,4,182.45,2,Pakistan,Rawalpindi,24 Apr 2023
98,GJ Maxwell,AUS,104,1,48,8,8,216.66,2,India,Guwahati,28 Nov 2023
99,DJ Hooda,IND,104,0,57,9,6,182.45,1,Ireland,Dublin (Malahide),28 Jun 2022
100,GD Phillips,NZ,104,0,64,10,4,162.5,1,Sri Lanka,Sydney,29 Oct 2022
101,T Parima,COK,104,0,52,10,7,200,2,Samoa,Apia (No 2),23 Aug 2024
102,MD Patel,USA,104,0,49,8,6,212.24,1,Bahamas,George Town,20 Apr 2025
103,Basil George,MLT,103,1,63,9,5,163.49,1,Bulgaria,Castel,25 Aug 2024
104,PD Salt,ENG,103,1,54,9,6,190.74,2,West Indies,Bridgetown,9 Nov 2024
105,MR Marsh,AUS,103,1,52,8,7,198.07,2,New Zealand,Mount Maunganui,4 Oct 2025
106,KS Leverock,BER,103,0,58,10,6,177.58,1,Panama,Buenos Aires,28 Feb 2023
107,JP Inglis,AUS,103,0,49,7,7,210.2,1,Scotland,Edinburgh,6 Sep 2024
108,P Pushparajan,MLT,103,0,40,8,8,257.5,1,Estonia,Marsa,7 May 2025
109,Ishan Kishan,IND,103,0,43,6,10,239.53,1,New Zealand,Thiruvananthapuram,31 Jan 2026
110,Zeeshan Maqsood,OMA,102,1,44,7,9,231.81,1,Bahrain,Al Amerat,19 Nov 2022
111,Mohammad Ihsan,ESP,102,1,59,9,6,172.88,1,Isle of Man,Cartagena,24 Feb 2023
112,R Sandaruwan,KUW,102,1,48,9,7,212.5,2,Hong Kong,Kuala Lumpur,27 Aug 2024
113,SD Hope,WI,102,1,57,8,6,178.94,1,Australia,Basseterre,25 Jul 2025
114,TH David,AUS,102,1,37,6,11,275.67,2,West Indies,Basseterre,25 Jul 2025
115,M Coetzee,HKG,102,0,63,11,4,161.9,1,Qatar,Doha,29 Feb 2024
116,Imran Asif,AUT,102,0,65,8,8,156.92,1,Belgium,Lower Austria,26 May 2024
117,BM Pecic,SRB,102,0,42,7,10,242.85,2,Slovenia,Belgrade,7 Jun 2025
118,SR Taylor,USA,101,1,55,12,5,183.63,2,Jersey,Bulawayo,11 Jul 2022
119,Babar Azam,PAK,101,1,58,11,3,174.13,1,New Zealand,Lahore,15 Apr 2023
120,G Mckeon,Fran,101,0,53,5,8,190.56,1,Norway,Kerava,27 Jul 2022
121,FH Allen,NZ,101,0,56,8,6,180.35,1,Scotland,Edinburgh,27 Jul 2022
122,KJ Stagno,GIBR,101,0,49,8,7,206.12,1,Luxembourg,Gibraltar,15 Oct 2023
123,JN Loftie-Eaton,NAM,101,0,36,11,8,280.55,1,Nepal,Kirtipur,27 Feb 2024
124,V Balakrishnan,BOT,101,0,66,12,2,153.03,1,Eswatini,Abuja,23 Nov 2024
125,Faisal Khan,KSA,101,0,42,6,10,240.47,2,Cambodia,Doha,25 Nov 2024
126,MDKJ Perera,SL,101,0,46,13,4,219.56,1,New Zealand,Nelson,2 Jan 2025
127,AS Samra,PHI,101,0,51,5,10,198.03,2,Indonesia,Bali,10 Jul 2025
128,M Podosky,PHI,101,0,49,9,7,206.12,1,South Korea,Bali,10 Jul 2025
129,Zeeshan Ali,HKG,101,0,58,14,4,174.13,1,Malaysia,Singapore,18 Jul 2025
130,MG Erasmus,NAM,100,1,47,9,7,212.76,1,Uganda,Windhoek,9 Apr 2022
131,RR Rossouw,SA,100,1,48,7,8,208.33,1,India,Indore,4 Oct 2022
132,S Ssesazi,UGA,100,1,58,13,2,172.41,1,Tanzania,Rwanda,22 Dec 2022
133,AE Paraam,SGP,100,1,62,11,2,161.29,1,Philippines,Phnom Penh,3 May 2023
134,SR Mukkamalla,USA,100,1,48,7,7,208.33,2,Oman,Al Amerat,20 Feb 2025
135,Walid Ghauri,NOR,100,1,48,10,7,208.33,2,Denmark,Koge,14 Jun 2025
136,Anshuman Rath,HKG,100,1,59,15,1,169.49,1,Singapore,Singapore,20 Jul 2025
137,Asif Ali,BHR,100,1,55,5,9,181.81,1,Rwanda,Rwanda,22 Jul 2025
138,P Nissanka,SL,100,1,52,10,5,192.3,2,Australia,Pallekele,16 Feb 2026
139,Sahibzada Farhan,PAK,100,1,58,11,4,172.41,1,Namibia,Colombo (SSC),18 Feb 2026
140,FH Allen,NZ,100,1,33,10,8,303.03,2,South Africa,Eden Gardens,4 Mar 2026
141,S Chandramohan,SGP,100,0,52,7,7,192.3,1,P.N.G.,Singapore,3 Jul 2022
142,V Balakrishnan,BOT,100,0,70,7,5,142.85,1,St Helena,Rwanda,25 Nov 2022
143,N Nipiko,VAN,100,0,49,8,9,204.08,1,Fiji,Suva,16 Mar 2023
144,Q de Kock,SA,100,0,44,9,8,227.27,2,West Indies,Centurion,26 Mar 2023
145,YBK Jaiswal,IND,100,0,49,8,7,204.08,1,Nepal,Hangzhou,3 Oct 2023
146,SA Yadav,IND,100,0,56,7,8,178.57,1,South Africa,Johannesburg,14 Dec 2023
147,Rahmanullah Gurbaz,AFG,100,0,52,7,7,192.3,1,U.A.E.,Sharjah,29 Dec 2023
148,Muhammad Waseem,UAE,100,0,56,6,7,178.57,1,Oman,Al Amerat,21 Apr 2024
149,Abhishek Sharma,IND,100,0,47,7,8,212.76,1,Zimbabwe,Harare,7 Jul 2024
150,HAM Shah,DEN,100,0,58,10,4,172.41,1,Czech Rep.,Castel,21 Aug 2024
151,GR Adair,IRE,100,0,58,5,9,172.41,1,South Africa,Abu Dhabi,29 Sep 2024
152,Parvez Hossain Emon,BAN,100,0,54,5,9,185.18,1,U.A.E.,Sharjah,17 May 2025
153,Namgay Thinley,BHU,100,0,47,10,7,212.76,1,Myanmar,Gelephu,24 Dec 2025
154,HC Brook,ENG,100,0,51,10,4,196.07,2,Pakistan,Pallekele,24 Feb 2026
155,Sahibzada Farhan,PAK,100,0,60,9,5,166.66,1,Sri Lanka,Pallekele,28 Feb 2026
156,L Bruce,GIBR,99,1,63,11,2,157.14,1,Bulgaria,Marsa,13 May 2022
157,Omar Rassol,BUL,99,1,56,9,7,176.78,1,Serbia,Belgrade,9 Jul 2022
158,R Satheesan,ROM,99,1,69,10,6,143.47,2,Malta,Ilfov County,20 Aug 2023
159,HAM Shah,DEN,99,0,68,6,4,145.58,1,Finland,Brondby,8 May 2022
160,Abdul Waheed,KSA,99,0,58,9,6,170.68,1,Cambodia,Bangkok,1 Feb 2024
161,SA Edwards,NED,99,0,55,7,5,180,1,Oman,Al Amerat,14 Nov 2024
162,S Davizi,CZK-R,98,1,61,13,3,160.65,1,Gibraltar,Marsa,11 May 2022
163,Riazat Ali Shah,UGA,98,1,53,5,6,184.9,2,Tanzania,Benoni,22 Sep 2022
164,Mohammad Rizwan,PAK,98,1,62,7,4,158.06,1,New Zealand,Rawalpindi,24 Apr 2023
165,Zeeshan Khan,MLT,98,1,58,15,2,168.96,1,Romania,Marsa,14 Jul 2023
166,Saim Ayub,PAK,98,1,57,11,5,171.92,1,South Africa,Centurion,13 Dec 2024
167,P Nissanka,SL,98,1,58,11,4,168.96,2,Zimbabwe,Rawalpindi,25 Nov 2025
168,KS Leverock,BER,98,0,59,5,7,166.1,1,Cayman,Hamilton,3 Oct 2023
169,N Pooran,WI,98,0,53,6,8,184.9,1,Afghanistan,Gros Islet,17 Jun 2024
170,V Aravind,UAE,97,1,67,13,1,144.77,1,Ireland,Al Amerat,18 Feb 2022
171,TL Seifert,NZ,97,1,38,6,10,255.26,2,Pakistan,Wellington,26 Mar 2025
172,BJ Bennett,ZIM,97,1,59,8,6,164.4,2,India,Chennai,26 Feb 2026
173,SV Samson,IND,97,1,50,12,4,194,2,West Indies,Eden Gardens,1 Mar 2026
174,KS Leverock,BER,97,0,56,12,4,173.21,1,Argentina,Buenos Aires,22 Feb 2023
175,Karanbir Singh,AUT,97,0,57,9,7,170.17,1,Romania,Rome,9 Jun 2024
176,Anshuman Rath,HKG,97,0,66,6,4,146.96,1,Malaysia,Kuala Lumpur,12 Mar 2025
177,Anshuman Rath,HKG,97,0,60,10,3,161.66,1,Qatar,Mong Kok,13 Apr 2025
178,RR Rossouw,SA,96,1,55,10,5,174.54,1,England,Cardiff,28 Jul 2022
179,SKA Awiah,GHA,96,1,69,9,3,139.13,1,Cameroon,Kigali,6 Dec 2022
180,CO Obuya,KENYA,96,1,60,8,6,160,1,Uganda,Nairobi (Gym),10 Jun 2023
181,Sami Sohail,MWI,96,1,71,6,5,135.21,2,Rwanda,Rwanda,26 Jul 2025
182,HT Tector,IRE,96,1,56,13,0,171.42,1,Italy,Dubai,25 Jan 2026
183,Zubaidi Zulkifle,MAS,96,0,43,6,8,223.25,1,Bhutan,Bangi,2 Jul 2022
184,Virandeep Singh,MAS,96,0,54,8,5,177.77,2,Bahrain,Bangi,19 Dec 2022
185,B McMullen,SCOT,96,0,50,9,6,192,1,Italy,Edinburgh,24 Jul 2023
186,D Myers,ZIM,96,0,45,11,6,213.33,1,Rwanda,Nairobi (Ruaraka),22 Oct 2024
187,Fiaz Ahmed,BHR,96,0,45,5,9,213.33,1,Indonesia,Bali,23 Feb 2025
188,JC Buttler,ENG,96,0,59,6,4,162.71,1,West Indies,Chester-le-Street,6 Jun 2025
189,Razmal Shigiwal,AUT,95,1,47,5,7,202.12,1,Hungary,Lower Austria,5 Jun 2022
190,Ibrahim Zadran,AFG,95,1,56,7,5,169.64,1,Canada,Chennai,19 Feb 2026
191,AV Lazarus,THA,95,0,66,3,8,143.93,1,Indonesia,Bali,1 May 2024
192,Sami Sohail,MWI,94,1,60,13,0,156.66,1,Lesotho,Kigali,25 Nov 2022
193,LJ Tucker,IRE,94,1,51,8,4,184.31,1,Austria,Edinburgh,23 Jul 2023
194,Aaron Jones,USA,94,1,40,4,10,235,2,Canada,Dallas,1 Jun 2024
195,LJ Tucker,IRE,94,1,51,10,4,184.31,1,Oman,Colombo (SSC),14 Feb 2026
196,MS Chapman,NZ,94,0,44,11,4,213.63,1,Pakistan,Auckland,21 Mar 2025
197,J Baker,CAY,94,0,60,9,5,156.66,1,Bahamas,King City (NW),22 Jun 2025
198,BJ Bennett,ZIM,94,0,51,8,4,184.31,1,Namibia,Bulawayo,15 Sep 2025
199,TP Ura,PNG,93,1,40,4,9,232.5,2,Singapore,Singapore,3 Jul 2022
200,Basil George,MLT,93,1,44,5,7,211.36,2,Gibraltar,Waterloo,3 Jul 2022
201,A Vala,PNG,93,1,47,7,6,197.87,2,Uganda,Bulawayo,12 Jul 2022
202,YBK Jaiswal,IND,93,1,53,13,2,175.47,2,Zimbabwe,Harare,13 Jul 2024
203,Virandeep Singh,MAS,93,1,57,8,4,163.15,2,Saudi Arabia,Kuala Lumpur,26 Apr 2025
204,KC D'Souza,BUL,92,1,34,5,10,270.58,2,Serbia,Sofia,24 Jun 2022
205,MTMMJ Ave,COK,92,1,61,11,2,150.81,2,Fiji,Port vila,14 Sep 2022
206,DP Conway,NZ,92,1,58,7,2,158.62,1,Australia,Sydney,22 Oct 2022
207,MR Marsh,AUS,92,1,49,13,2,187.75,1,South Africa,Durban,30 Aug 2023
208,AE Paraam,SGP,92,1,58,7,6,158.62,1,Japan,Bangkok,6 Feb 2024
209,K Bhurtel,NEP,92,1,54,7,6,170.37,1,U.S.A.,Dallas,19 Oct 2024
210,MP O'Dowd,NED,92,1,57,11,1,161.4,1,Guernsey,The Hague,9 Jul 2025
211,A Dizija,SRB,92,0,56,15,2,164.28,1,Bulgaria,Sofia,25 Jun 2022
212,Kushal Malla,NEP,92,0,41,3,9,224.39,1,Hong Kong,Mulpani,21 Oct 2023
213,RG Sharma,IND,92,0,41,7,8,224.39,1,Australia,Gros Islet,24 Jun 2024
214,Rahmanullah Gurbaz,AFG,92,0,48,8,5,191.66,1,Zimbabwe,Harare,2 Nov 2025
215,BFW de Leede,NED,91,1,67,9,3,135.82,2,U.S.A.,Bulawayo,15 Jul 2022
216,V Saini,ROM,91,1,45,7,6,202.22,2,Luxembourg,Marsa,16 Jul 2023
217,CJA Amini,PNG,91,1,53,8,4,171.69,1,Malaysia,Kuala Lumpur,16 Mar 2024
218,Hamza Dar,ESP,91,1,29,1,12,313.79,1,Croatia,Cartagena,7 Dec 2025
219,ND Laegsgaard,DEN,91,0,42,5,9,216.66,1,Gibraltar,Waterloo,29 Jun 2022
220,Muhammad Waseem,UAE,91,0,50,8,7,182,2,Afghanistan,Abu Dhabi,18 Feb 2023
221,DMW Rawlins,BER,91,0,33,6,9,275.75,1,Argentina,Buenos Aires,22 Feb 2023
222,A Dizija,SRB,91,0,47,5,6,193.61,1,Turkey,Sofia,23 Jun 2023
223,TM Head,AUS,91,0,48,8,6,189.58,2,South Africa,Durban,3 Sep 2023
224,HAM Shah,DEN,91,0,55,8,4,165.45,1,Cyprus,Castel,27 Aug 2024
225,BJ Bennett,ZIM,91,0,35,8,7,260,1,Seychelles,Nairobi (Gym),19 Oct 2024
226,E Lewis,WI,91,0,44,7,8,206.81,1,Ireland,Bready,15 Jun 2025
227,Karanbir Singh,AUT,91,0,44,6,9,206.81,1,Belgium,Latschach,23 Aug 2025
228,Shaheryar Butt,BEL,91,0,53,9,5,171.69,2,Austria,Latschach,23 Aug 2025
229,Mohammad Rizwan,PAK,90,1,63,6,2,142.85,1,New Zealand,Christchurch,19 Jan 2024
230,A Sharafu,UAE,90,1,48,8,5,187.5,2,Kuwait,Al Amerat,12 Apr 2024
231,Md Ariyan,ROM,90,1,51,6,7,176.47,2,Austria,Ilfov County,18 Oct 2025
232,JM Bairstow,ENG,90,0,53,3,8,169.81,1,South Africa,Bristol,27 Jul 2022
233,Aqib Ilyas,OMA,90,0,52,10,4,173.07,2,U.A.E.,Doha,16 Sep 2023
234,S Ssesazi,UGA,90,0,50,9,4,180,1,Ghana,Accra,18 Mar 2024
235,P Nissanka,SL,90,0,60,7,3,150,2,New Zealand,Mount Maunganui,28 Dec 2024
236,M Levitt,NED,90,0,57,6,5,157.89,1,Scotland,Glasgow,18 Jun 2025
237,Habib Khan,EST,90,0,43,5,8,209.3,2,Switzerland,Tallinn,3 Aug 2025
238,Karanbir Singh,AUT,90,0,35,1,13,257.14,2,Belgium,Latschach,23 Aug 2025
239,Karanbir Singh,AUT,90,0,46,3,11,195.65,1,Romania,Ilfov County,18 Oct 2025
240,Q de Kock,SA,90,0,46,5,7,195.65,1,India,New Chandigarh,11 Dec 2025
241,L Canessane,Fran,89,1,52,8,5,171.15,1,Romania,Marsa,13 Jul 2023
242,Muhammad Waseem,UAE,89,1,50,6,6,178,1,Namibia,Windhoek,29 Sep 2024
243,O Manishimwe,RWN,89,1,52,7,5,171.15,2,Botswana,Rwanda,6 Dec 2024
244,TL Seifert,NZ,89,1,42,12,3,211.9,2,U.A.E.,Chennai,10 Feb 2026
245,Ishan Kishan,IND,89,0,56,10,3,158.92,1,Sri Lanka,Lucknow,24 Feb 2022
246,LA Dunbar,SRB,89,0,45,7,8,197.77,1,Bulgaria,Sofia,25 Jun 2022
247,A Johnson,CAN,89,0,41,11,5,217.07,2,Oman,Al Amerat,20 Nov 2022
248,RG Mukasa,UGA,89,0,62,13,2,143.54,1,Tanzania,Rwanda,15 Dec 2022
249,IDM Latin,GIBR,89,0,47,7,6,189.36,1,Malta,Gibraltar,5 May 2023
250,RG Mukasa,UGA,89,0,51,12,3,174.5,1,Rwanda,Rwanda,24 Aug 2023
251,Meet Bhavsar,KUW,89,0,55,7,4,161.81,1,Saudi Arabia,Doha,1 Oct 2023
252,N Davin,NAM,89,0,45,10,4,197.77,2,Zimbabwe,Windhoek,22 Nov 2023
253,Ali Nadeem,CAN,89,0,58,5,4,153.44,1,Cayman,George Town,23 Apr 2025
254,Pargat Singh,CAN,89,0,44,6,6,202.27,1,Cayman,King City (NE),13 Jun 2025
255,PD Salt,ENG,89,0,46,10,4,193.47,2,Ireland,Dublin (Malahide),17 Sep 2025
256,Tanzid Hasan,BAN,89,0,62,9,4,143.54,1,West Indies,Chattogram,31 Oct 2025
257,SV Samson,IND,89,0,42,8,7,211.9,1,England,Wankhede,5 Mar 2026
258,Mohammad Rizwan,PAK,88,1,51,5,4,172.54,2,England,Karachi,22 Sep 2022
259,PD Salt,ENG,88,1,41,13,3,214.63,2,Pakistan,Lahore,30 Sep 2022
260,Muhammad Tanveer,QAT,88,1,46,2,10,191.3,2,Bahrain,Bangi,18 Dec 2022
261,Adil Butt,SWZ,88,1,60,8,6,146.66,1,Nigeria,Abuja,26 Nov 2024
262,J Baker,CAY,88,1,61,6,3,144.26,1,Bahamas,George Town,24 Apr 2025
263,Chirag Suri,UAE,88,0,61,9,2,144.26,1,Kuwait,Al Amerat,21 Aug 2022
264,Mohammad Rizwan,PAK,88,0,67,9,1,131.34,1,England,Karachi,25 Sep 2022
265,TL Seifert,NZ,88,0,48,10,3,183.33,2,Sri Lanka,Queenstown,8 Apr 2023
266,Karanbir Singh,AUT,88,0,49,8,7,179.59,2,France,Stockholm,9 Aug 2025
267,S Houghton,CRT,88,0,54,8,4,162.96,1,Hungary,Szodliget,29 Aug 2025
268,Sumeet Verma,UGA,88,0,41,3,8,214.63,1,Malawi,Harare,2 Oct 2025
269,Babar Azam,PAK,87,1,59,7,3,147.45,1,England,Lahore,30 Sep 2022
270,M Campopiano,ITA,87,1,57,6,4,152.63,1,Spain,Almeria,6 Nov 2022
271,MS Chapman,NZ,87,1,42,9,4,207.14,2,Pakistan,Rawalpindi,21 Apr 2024
272,PD Salt,ENG,87,1,47,7,5,185.1,2,West Indies,Gros Islet,19 Jun 2024
273,Fiaz Ahmed,BHR,87,1,55,9,2,158.18,1,Singapore,Singapore,28 Feb 2025
274,Ibrahim Zadran,AFG,87,1,56,8,3,155.35,1,West Indies,Dubai (DICS),19 Jan 2026
275,Sikandar Raza,ZIM,87,0,40,8,5,217.5,1,Singapore,Bulawayo,11 Jul 2022
276,G Mckeon,Fran,87,0,51,9,5,170.58,1,Estonia,Kerava,30 Jul 2022
277,Imran Anwar,BHR,87,0,52,6,7,167.3,2,Kuwait,Mong Kok,11 Mar 2023
278,J Butler,GUE,87,0,67,4,5,129.85,1,Germany,Deventer,15 Aug 2023
279,RR Hendricks,SA,87,0,51,6,6,170.58,2,West Indies,Kingston,23 May 2024
280,LS Livingstone,ENG,87,0,47,6,5,185.1,2,Australia,Cardiff,13 Sep 2024
281,TP Ura,PNG,86,1,34,2,10,252.94,2,Malaysia,Kirtipur,1 Apr 2022
282,BA Pai,GIBR,86,1,59,11,1,145.76,1,Bulgaria,Marsa,13 May 2022
283,R Satheesan,ROM,86,1,43,10,5,200,2,Bulgaria,Marsa,13 May 2022
284,AD Hales,ENG,86,1,47,4,7,182.97,2,India,Adelaide,10 Nov 2022
285,NA Greenwood,JER,86,1,56,10,1,153.57,1,Germany,Edinburgh,25 Jul 2023
286,JM Bairstow,ENG,86,1,60,8,4,143.33,1,New Zealand,Manchester,1 Sep 2023
287,RR Sharan,CAM,86,1,63,5,6,136.5,2,Indonesia,Bali,21 Nov 2023
288,S Ravichandran,JPN,86,1,43,9,3,200,1,Mongolia,Sano,11 May 2024
289,Karanbir Singh,AUT,86,1,48,10,6,179.16,2,Norway,Vinor,10 Jun 2025
290,AK Markram,SA,86,1,47,9,3,182.97,2,West Indies,Paarl,27 Jan 2026
291,AK Markram,SA,86,1,44,8,4,195.45,2,New Zealand,Ahmedabad,14 Feb 2026
292,Babar Hayat,HKG,86,0,45,6,7,191.11,2,P.N.G.,Bulawayo,14 Jul 2022
293,MA Jones,SCOT,86,0,55,6,4,156.36,1,Ireland,Hobart,19 Oct 2022
294,Ahmed Faiz,MAS,86,0,50,4,6,172,1,Singapore,Bangi,22 Dec 2022
295,KJ Stagno,GIBR,86,0,38,5,9,226.31,1,Portugal,Gibraltar,4 May 2023
296,M Coetzee,HKG,86,0,55,10,4,156.36,1,U.A.E.,Mulpani,25 Oct 2023
297,BKG Mendis,SL,86,0,55,6,6,156.36,1,Bangladesh,Sylhet,9 Mar 2024
298,T Marumani,ZIM,86,0,37,10,5,232.43,1,Seychelles,Nairobi (Gym),19 Oct 2024
299,I Liyanage,QAT,86,0,54,3,8,159.25,1,Cambodia,Doha,23 Nov 2024
300,M Levitt,NED,86,0,53,6,5,162.26,1,Nepal,Glasgow,19 Jun 2025
301,Arun Yadav,TAN,86,0,64,11,2,134.37,1,Malawi,Blantyre,6 Jul 2025
302,Ilyas Ataullah,TKY,86,0,50,9,6,172,1,Bulgaria,Sofia,10 Jul 2025
303,A Sharafu,UAE,86,0,51,4,7,168.62,1,Samoa,Al Amerat,15 Oct 2025
304,Zubair Ali,QAT,86,0,58,8,4,148.27,1,Bahrain,Doha,13 Feb 2026
305,BA King,WI,85,1,55,5,6,154.54,2,India,Lauderhill,13 Aug 2023
306,NA Greenwood,JER,85,1,52,4,5,163.46,1,Serbia,Krefeld,7 Jul 2024
307,K Kadowaki-Fleming,JPN,85,1,64,5,3,132.81,1,Indonesia,Incheon,5 Oct 2024
308,J Mees,LUX,85,0,51,6,6,166.66,1,Malta,Marsa,13 Jul 2023
309,NA Greenwood,JER,85,0,50,9,3,170,2,Guernsey,Castel,22 Jun 2024
310,SR Mukkamalla,USA,85,0,54,7,4,157.4,1,U.A.E.,Windhoek,30 Sep 2024
311,S Ssesazi,UGA,85,0,53,6,6,160.37,1,Botswana,Rwanda,9 Dec 2024
