,Player,Matches,Innings,Not_Out,Runs,Highest_Score,Average,Balls_Faced,SR,Hundreds,Fifties,Zeros,Fours,Sixes,Player_Name,Country
720,J Jagroo (BHM),4,4,0,64,34,16,83,77.1,0,0,0,4,2,J Jagroo,BHM
721,JM Joao (MOZ),4,4,0,64,22,16,56,114.28,0,0,0,9,0,JM Joao,MOZ
722,H Lin Aung (MYAN),10,10,0,64,20,6.4,102,62.74,0,0,2,3,3,H Lin Aung,MYAN
723,Abdur Rahman Sudais (SWE),5,5,1,63,36,15.75,58,108.62,0,0,0,4,4,Abdur Rahman Sudais,SWE
724,Azmatullah Omarzai (AFG),4,4,0,63,29,15.75,50,126,0,0,0,3,3,Azmatullah Omarzai,AFG
725,JD Freyone (GIBR),5,5,1,63,21*,15.75,74,85.13,0,0,0,7,0,JD Freyone,GIBR
726,Aditya Panwar (EST),1,1,0,62,62,62,45,137.77,0,1,0,3,4,Aditya Panwar,EST
727,BKB Corbin (CAY),5,5,0,62,19,12.4,58,106.89,0,0,0,8,2,BKB Corbin,CAY
728,NR Kirton (CAN),4,4,0,62,44,15.5,59,105.08,0,0,0,3,2,NR Kirton,CAN
729,A Nagarajan (QAT),4,4,0,62,28,15.5,71,87.32,0,0,0,7,1,A Nagarajan,QAT
730,K Nassoro (TAN),7,6,0,62,28,10.33,90,68.88,0,0,1,7,0,K Nassoro,TAN
731,KTK Rodrigo (MDV),6,6,1,62,37*,12.4,76,81.57,0,0,2,5,2,KTK Rodrigo,MDV
732,GH Smit (GUE),3,3,0,62,56,20.66,57,108.77,0,1,1,5,1,GH Smit,GUE
733,Zaid Soulat (BUL),3,3,2,62,44*,62,36,172.22,0,0,0,6,4,Zaid Soulat,BUL
734,WK Bitis (CRT),5,5,0,61,27,12.2,43,141.86,0,0,0,8,3,WK Bitis,CRT
735,UT Kaisala (Samoa),5,5,0,61,26,12.2,76,80.26,0,0,0,8,1,UT Kaisala,Samoa
736,ZB Lion-Cachet (NED),4,4,0,61,50,15.25,52,117.3,0,1,1,6,1,ZB Lion-Cachet,NED
737,Muhammad Babar (ESP),2,2,0,61,46,30.5,35,174.28,0,0,0,3,7,Muhammad Babar,ESP
738,S Navaratne (JPN),5,5,0,61,21,12.2,50,122,0,0,0,4,3,S Navaratne,JPN
739,Salvin Stanly (CAM),10,10,0,61,23,6.1,68,89.7,0,0,3,11,0,Salvin Stanly,CAM
740,WA Simpson (SGP),3,3,2,61,46*,61,49,124.48,0,0,0,2,3,WA Simpson,SGP
741,DVD Madampage (SKOR),7,7,0,60,22,8.57,73,82.19,0,0,0,5,2,DVD Madampage,SKOR
742,A Oxley (Blz),2,2,0,60,31,30,73,82.19,0,0,0,4,0,A Oxley,Blz
743,S Rungrueang (THA),7,7,0,60,46,8.57,63,95.23,0,0,3,5,4,S Rungrueang,THA
744,Chaudhary Akram (NOR),3,3,0,59,36,19.66,75,78.66,0,0,0,5,0,Chaudhary Akram,NOR
745,MH Cross (SCOT),6,6,0,59,28,9.83,56,105.35,0,0,0,10,0,MH Cross,SCOT
746,Kamrul Hasan (SWZ),2,2,0,59,49,29.5,39,151.28,0,0,0,4,6,Kamrul Hasan,SWZ
747,Rejaul Karim (BRA),3,3,0,59,38,19.66,48,122.91,0,0,0,10,1,Rejaul Karim,BRA
748,JT Smuts (ITA),6,5,0,59,22,11.8,44,134.09,0,0,1,6,4,JT Smuts,ITA
749,DR Tawake (Fiji),6,6,0,59,18,9.83,79,74.68,0,0,2,5,0,DR Tawake,Fiji
750,V Aritharan (GER),2,2,1,58,45*,58,24,241.66,0,0,0,2,7,V Aritharan,GER
751,EC D'Souza (UAE),4,4,0,58,34,14.5,58,100,0,0,0,5,0,EC D'Souza,UAE
752,A Langham (STHEL),5,5,0,58,39,11.6,51,113.72,0,0,1,4,2,A Langham,STHEL
753,J Evans (ISR),4,4,0,57,29,14.25,38,150,0,0,1,9,0,J Evans,ISR
754,RM Magare (CZK-R),6,6,0,57,31,9.5,61,93.44,0,0,2,6,1,RM Magare,CZK-R
755,B Masaba (UGA),5,5,0,57,32,11.4,77,74.02,0,0,1,7,0,B Masaba,UGA
756,KB Patil (Mex),5,5,0,57,24,11.4,82,69.51,0,0,0,4,0,KB Patil,Mex
757,S Gill (KENYA),2,2,0,56,35,28,57,98.24,0,0,0,4,1,S Gill,KENYA
758,Milind Kumar (USA),2,1,1,56,56*,0,38,147.36,0,1,0,4,3,Milind Kumar,USA
759,Muhaddis Muhaddis (INA),3,3,0,56,34,18.66,56,100,0,0,0,6,1,Muhaddis Muhaddis,INA
760,R Ramadhasyena (INA),1,1,1,56,56*,0,32,175,0,1,0,7,2,R Ramadhasyena,INA
761,Shaof Hassan (MDV),4,4,1,56,36*,18.66,55,101.81,0,0,0,8,0,Shaof Hassan,MDV
762,Ayyaz Qureshi (SVN),4,4,0,55,30,13.75,73,75.34,0,0,0,5,0,Ayyaz Qureshi,SVN
763,R Panchal (ESP),3,3,2,55,25*,55,70,78.57,0,0,0,1,2,R Panchal,ESP
764,KM Venkataswamy (CZK-R),1,1,0,55,55,55,41,134.14,0,1,0,3,2,KM Venkataswamy,CZK-R
765,Aslan Jafri (SGP),4,4,0,54,27,13.5,57,94.73,0,0,0,2,3,Aslan Jafri,SGP
766,CK Jasmat (Samoa),3,3,0,54,31,18,55,98.18,0,0,0,7,1,CK Jasmat,Samoa
767,P Jayeshbhai Patel (PAN),6,6,0,53,20,8.83,85,62.35,0,0,0,6,1,P Jayeshbhai Patel,PAN
768,JAD Lawrenson (JER),2,2,0,53,36,26.5,41,129.26,0,0,0,6,0,JAD Lawrenson,JER
769,D Pretorius (SA),4,4,0,53,29,13.25,40,132.5,0,0,1,4,5,D Pretorius,SA
770,Sheikh Rasik (HUN),1,1,0,53,53,53,31,170.96,0,1,0,3,4,Sheikh Rasik,HUN
771,Ziaur Rehman (FIN),6,6,0,53,29,8.83,56,94.64,0,0,0,5,1,Ziaur Rehman,FIN
772,GG Banner (Blz),2,2,0,52,34,26,40,130,0,0,0,6,3,GG Banner,Blz
773,GF Gomes (MOZ),1,1,0,52,52,52,31,167.74,0,1,0,6,2,GF Gomes,MOZ
774,WL Madsen (ITA),2,2,0,52,52,26,31,167.74,0,1,1,4,3,WL Madsen,ITA
775,BAD Manenti (ITA),5,5,0,52,22,10.4,43,120.93,0,0,1,7,2,BAD Manenti,ITA
776,Mohamed Rishwan (MDV),8,8,0,52,19,6.5,86,60.46,0,0,1,4,1,Mohamed Rishwan,MDV
777,Mohmedazim Abbasbhai (Zamb),4,4,0,52,26,13,58,89.65,0,0,1,8,0,Mohmedazim Abbasbhai,Zamb
778,Muhammad Tanveer (QAT),2,2,2,52,33*,0,29,179.31,0,0,0,2,5,Muhammad Tanveer,QAT
779,D Nikolov (BUL),5,5,0,52,42,10.4,47,110.63,0,0,2,6,2,D Nikolov,BUL
780,JD Allan (VAN),6,6,0,51,16,8.5,72,70.83,0,0,0,5,1,JD Allan,VAN
781,Raihan Hossain (TLS),5,5,0,51,19,10.2,87,58.62,0,0,0,3,0,Raihan Hossain,TLS
782,Ranjit Singh (AUT),2,2,0,51,51,25.5,34,150,0,1,1,6,1,Ranjit Singh,AUT
783,Said Hakim (BEL),2,2,0,51,27,25.5,47,108.51,0,0,0,9,0,Said Hakim,BEL
784,BA Stokes (ENG),2,2,1,51,42*,51,45,113.33,0,0,0,3,0,BA Stokes,ENG
785,GY Tomar (UGA),2,2,0,51,33,25.5,45,113.33,0,0,0,4,3,GY Tomar,UGA
786,S Bangera (ISR),5,5,0,50,23,10,62,80.64,0,0,1,5,0,S Bangera,ISR
787,JV Chand (Zamb),2,2,0,50,38,25,60,83.33,0,0,0,4,1,JV Chand,Zamb
788,Faisal Safi (Fran),3,3,0,50,43,16.66,45,111.11,0,0,1,10,0,Faisal Safi,Fran
789,G Gune (SGP),3,3,0,50,27,16.66,63,79.36,0,0,0,3,1,G Gune,SGP
790,Khalid Kail (OMA),1,1,1,50,50*,0,23,217.39,0,1,0,2,5,Khalid Kail,OMA
791,S Kharvi (INA),3,3,0,50,31,16.66,49,102.04,0,0,0,3,4,S Kharvi,INA
792,C Munoz-Mills (ESP),3,3,1,50,24*,25,35,142.85,0,0,0,3,3,C Munoz-Mills,ESP
793,F Achelam (UGA),2,2,0,49,25,24.5,45,108.88,0,0,0,2,3,F Achelam,UGA
794,S Adedeji (NGA),6,5,1,49,16,12.25,63,77.77,0,0,1,4,0,S Adedeji,NGA
795,P Magafas (GRC),3,3,0,49,30,16.33,50,98,0,0,0,5,0,P Magafas,GRC
796,Naseem Khan (CRT),5,5,0,49,27,9.8,56,87.5,0,0,0,5,2,Naseem Khan,CRT
797,Niv Nagavkar (ISR),2,2,0,49,25,24.5,38,128.94,0,0,0,4,1,Niv Nagavkar,ISR
798,S Ashwathnarayana (HUN),4,4,0,48,18,12,53,90.56,0,0,1,4,2,S Ashwathnarayana,HUN
799,D Brevis (SA),2,2,0,48,31,24,27,177.77,0,0,0,3,4,D Brevis,SA
800,S Chilemanya (NGA),6,6,0,48,17,8,63,76.19,0,0,1,1,1,S Chilemanya,NGA
801,Divyendra Singh (CZK-R),4,4,0,48,24,12,51,94.11,0,0,1,8,0,Divyendra Singh,CZK-R
802,Jun Hyunwoo (SKOR),3,3,0,48,26,16,50,96,0,0,0,2,4,Jun Hyunwoo,SKOR
803,Kapil Kumar (PHI),4,4,0,48,23,12,85,56.47,0,0,1,4,1,Kapil Kumar,PHI
804,K Hardat (Sur),5,5,0,47,26,9.4,50,94,0,0,1,7,0,K Hardat,Sur
805,Haseeb Ghafoor (KSA),1,1,1,47,47*,0,40,117.5,0,0,0,3,3,Haseeb Ghafoor,KSA
806,Hashmatullah Shahidi (AFG),2,2,0,47,36,23.5,54,87.03,0,0,0,5,0,Hashmatullah Shahidi,AFG
807,DJ Mitchell (NZ),4,4,1,47,18*,15.66,51,92.15,0,0,0,3,1,DJ Mitchell,NZ
808,Boio Ray (PNG),1,1,0,46,46,46,35,131.42,0,0,0,4,2,Boio Ray,PNG
809,MT Diaby (Mali),6,6,0,46,31,7.66,74,62.16,0,0,2,5,0,MT Diaby,Mali
810,Omid Rahimi (BEL),1,1,1,46,46*,0,25,184,0,0,0,1,5,Omid Rahimi,BEL
811,KA Vimlesh (ROM),2,2,0,46,39,23,48,95.83,0,0,0,5,0,KA Vimlesh,ROM
812,Abdullah Shahid (MDV),3,3,0,45,34,15,56,80.35,0,0,0,4,1,Abdullah Shahid,MDV
813,Baljit Singh (ITA),1,1,0,45,45,45,29,155.17,0,0,0,2,2,Baljit Singh,ITA
814,JR Barry (BHM),2,2,1,45,30*,45,79,56.96,0,0,0,3,1,JR Barry,BHM
815,M Dale-Bradley (GUE),3,3,0,45,26,15,41,109.75,0,0,0,6,0,M Dale-Bradley,GUE
816,Deng Jinqi (CHN),3,3,0,45,38,15,81,55.55,0,0,1,2,0,Deng Jinqi,CHN
817,AR Leo (STHEL),5,5,0,45,24,9,60,75,0,0,1,3,0,AR Leo,STHEL
818,HV Mandhyan (HUN),6,6,0,45,15,7.5,69,65.21,0,0,0,5,0,HV Mandhyan,HUN
819,Muhammad Usman (EST),2,2,0,45,43,22.5,38,118.42,0,0,0,1,3,Muhammad Usman,EST
820,AR Odedara (OMA),8,8,0,45,15,5.62,63,71.42,0,0,3,5,0,AR Odedara,OMA
821,Vineet Shah (INA),4,4,1,45,18,15,59,76.27,0,0,0,2,0,Vineet Shah,INA
822,Afif Hossain (BAN),2,2,0,44,24,22,31,141.93,0,0,0,3,3,Afif Hossain,BAN
823,Delroy Leo (STHEL),2,2,0,44,31,22,55,80,0,0,0,1,2,Delroy Leo,STHEL
824,L Hermida (Mex),3,3,1,44,26,22,78,56.41,0,0,0,3,0,L Hermida,Mex
825,Rohit Limbu (BHU),4,4,0,44,27,11,72,61.11,0,0,1,5,1,Rohit Limbu,BHU
826,KH Abe (JPN),8,7,0,43,15,6.14,66,65.15,0,0,1,6,0,KH Abe,JPN
827,LJ Barker (GUE),3,3,0,43,25,14.33,45,95.55,0,0,0,7,1,LJ Barker,GUE
828,LR Gaonkar (PAN),4,4,0,43,23,10.75,55,78.18,0,0,0,1,1,LR Gaonkar,PAN
829,HS Gericke (MLT),2,2,0,43,24,21.5,36,119.44,0,0,0,4,1,HS Gericke,MLT
830,J Gumbie (ZIM),3,3,0,43,17,14.33,52,82.69,0,0,0,6,0,J Gumbie,ZIM
831,Ismaeel Zia (SWE),4,4,0,43,22,10.75,54,79.62,0,0,1,6,0,Ismaeel Zia,SWE
832,Junaid Mehmood (NOR),2,2,1,43,30*,43,42,102.38,0,0,0,5,1,Junaid Mehmood,NOR
833,Shahil Momin (AUT),1,1,0,43,43,43,43,100,0,0,0,2,1,Shahil Momin,AUT
834,Asim Ashraf (GMB),3,3,0,42,19,14,76,55.26,0,0,0,5,0,Asim Ashraf,GMB
835,E Robinson (GUE),1,1,0,42,42,42,54,77.77,0,0,0,2,1,E Robinson,GUE
836,Amoluk Singh (GHA),3,3,0,42,34,14,54,77.77,0,0,0,6,0,Amoluk Singh,GHA
837,VA Singh (Sur),4,4,0,42,30,10.5,58,72.41,0,0,1,2,0,VA Singh,Sur
838,Zhuang Zelin (CHN),6,6,0,42,33,7,65,64.61,0,0,3,2,0,Zhuang Zelin,CHN
839,MM Ali (ENG),4,4,0,41,15,10.25,43,95.34,0,0,0,3,1,MM Ali,ENG
840,G Bakiweyem (GHA),2,2,1,41,41*,41,41,100,0,0,1,0,1,G Bakiweyem,GHA
841,Gurpreet Singh (Mex),1,1,0,41,41,41,29,141.37,0,0,0,2,2,Gurpreet Singh,Mex
842,P Khari (CZK-R),2,2,0,41,28,20.5,39,105.12,0,0,0,5,0,P Khari,CZK-R
843,NMS Param (SGP),2,2,0,41,32,20.5,44,93.18,0,0,0,6,0,NMS Param,SGP
844,AD Algar (ESP),2,2,1,40,28,40,50,80,0,0,0,2,1,AD Algar,ESP
845,T de Zorzi (SA),2,2,0,40,33,20,26,153.84,0,0,0,5,1,T de Zorzi,SA
846,G Ganbold (MNG),10,10,1,40,12,4.44,105,38.09,0,0,1,1,0,G Ganbold,MNG
847,M Gouws (GIBR),4,3,0,40,22,13.33,26,153.84,0,0,0,4,2,M Gouws,GIBR
848,J Pant (LUX),1,1,0,40,40,40,29,137.93,0,0,0,4,1,J Pant,LUX
849,P Sarraf (NEP),4,4,0,40,20,10,45,88.88,0,0,1,6,1,P Sarraf,NEP
850,M Smith (),3,3,0,40,17,13.33,48,83.33,0,0,0,2,3,M Smith,
851,S Tosic (SRB),1,1,0,40,40,40,52,76.92,0,0,0,2,0,S Tosic,SRB
852,AC Agar (AUS),2,2,0,39,26,19.5,44,88.63,0,0,0,3,1,AC Agar,AUS
853,Alam Nakash (SKOR),3,3,0,39,24,13,44,88.63,0,0,0,2,1,Alam Nakash,SKOR
854,Khin Aye (MYAN),9,9,0,39,17,4.33,111,35.13,0,0,3,2,0,Khin Aye,MYAN
855,B Sharki (NEP),2,2,0,39,27,19.5,26,150,0,0,0,4,1,B Sharki,NEP
856,GJ van Rensburg (NAM),3,3,0,39,19,13,60,65,0,0,0,4,0,GJ van Rensburg,NAM
857,J Chaturanga (BHR),3,3,0,38,20,12.66,36,105.55,0,0,1,5,1,J Chaturanga,BHR
858,R Davson (BHM),3,3,0,38,30,12.66,45,84.44,0,0,0,5,0,R Davson,BHM
859,Irfan Hafejee (PAN),4,4,0,38,33,9.5,51,74.5,0,0,1,4,0,Irfan Hafejee,PAN
860,Kashif Abbas (KSA),3,3,0,38,19,12.66,40,95,0,0,0,7,0,Kashif Abbas,KSA
861,A Martel (GUE),4,4,0,38,20,9.5,37,102.7,0,0,0,5,2,A Martel,GUE
862,J Alexander (Falk),4,4,0,37,24,9.25,65,56.92,0,0,0,3,0,J Alexander,Falk
863,G Caisley (BRA),7,7,0,37,21,5.28,52,71.15,0,0,2,3,1,G Caisley,BRA
864,J Danikula (CRT),3,3,0,37,19,12.33,61,60.65,0,0,0,3,0,J Danikula,CRT
865,J Rasu (VAN),2,2,0,37,24,18.5,37,100,0,0,0,4,0,J Rasu,VAN
866,Samir Patel (LES),2,2,0,37,26,18.5,31,119.35,0,0,0,6,0,Samir Patel,LES
867,S Sankar (KSA),1,1,0,37,37,37,37,100,0,0,0,3,0,S Sankar,KSA
868,Waleed Rana (ITA),3,3,0,37,25,12.33,48,77.08,0,0,0,2,1,Waleed Rana,ITA
869,L Emilio (MOZ),4,4,0,36,24,9,57,63.15,0,0,1,4,0,L Emilio,MOZ
870,D Ganesh (CRC),1,1,1,36,36*,0,29,124.13,0,0,0,4,1,D Ganesh,CRC
871,Imran Ameer (MLT),5,5,0,36,16,7.2,49,73.46,0,0,1,4,1,Imran Ameer,MLT
872,B Isaac (STHEL),2,2,0,36,34,18,60,60,0,0,0,1,0,B Isaac,STHEL
873,Mirza Baig (PAK),3,3,1,36,32*,18,29,124.13,0,0,1,5,2,Mirza Baig,PAK
874,D Suzuki (JPN),7,7,1,36,13,6,47,76.59,0,0,1,5,0,D Suzuki,JPN
875,RM Jariwala (USA),1,1,0,35,35,35,31,112.9,0,0,0,4,0,RM Jariwala,USA
876,Manan Bashir (BUL),3,3,0,35,22,11.66,31,112.9,0,0,0,3,3,Manan Bashir,BUL
877,SK Patel (USA),2,2,0,35,24,17.5,37,94.59,0,0,0,2,0,SK Patel,USA
878,Rahat Kazi (TLS),8,8,0,35,13,4.37,64,54.68,0,0,3,1,1,Rahat Kazi,TLS
879,LA Simango (MOZ),2,2,0,35,18,17.5,44,79.54,0,0,0,6,0,LA Simango,MOZ
880,MWR Stokes (GUE),3,3,1,35,18,17.5,38,92.1,0,0,0,3,0,MWR Stokes,GUE
881,S Thakor (TAN),4,4,0,35,17,8.75,23,152.17,0,0,0,4,2,S Thakor,TAN
882,Waqas Haider (SWE),3,3,1,35,19,17.5,21,166.66,0,0,0,4,2,Waqas Haider,SWE
883,RGA Amah (CAM),4,4,0,34,19,8.5,45,75.55,0,0,1,3,0,RGA Amah,CAM
884,RR Bastiansz (MLT),3,3,0,34,24,11.33,36,94.44,0,0,0,2,1,RR Bastiansz,MLT
885,SJ French (Samoa),4,4,0,34,27,8.5,57,59.64,0,0,1,2,0,SJ French,Samoa
886,Mohamed Coulibaly (Mali),12,12,0,34,6,2.83,105,32.38,0,0,1,2,0,Mohamed Coulibaly,Mali
887,Mohammad Naim (BAN),5,5,0,34,13,6.8,56,60.71,0,0,0,3,0,Mohammad Naim,BAN
888,Munim Shahriar (BAN),5,5,0,34,17,6.8,47,72.34,0,0,0,5,0,Munim Shahriar,BAN
889,G Murali (CRC),1,1,0,34,34,34,34,100,0,0,0,2,2,G Murali,CRC
890,Sompal Kami (NEP),4,4,0,34,12,8.5,32,106.25,0,0,0,4,1,Sompal Kami,NEP
891,W Wotu (VAN),2,2,0,34,24,17,33,103.03,0,0,0,2,2,W Wotu,VAN
892,Yusuf Ebrahim (PAN),5,5,0,34,14,6.8,71,47.88,0,0,0,1,0,Yusuf Ebrahim,PAN
893,Faisal Mehmood (BEL),2,2,0,33,23,16.5,25,132,0,0,0,5,1,Faisal Mehmood,BEL
894,Ijaz Hussain (ROM),2,2,0,33,17,16.5,32,103.12,0,0,0,4,1,Ijaz Hussain,ROM
895,SA Jumbe (TAN),2,2,0,33,28,16.5,22,150,0,0,0,5,1,SA Jumbe,TAN
896,Khurram Nawaz (OMA),1,1,1,33,33*,0,12,275,0,0,0,5,2,Khurram Nawaz,OMA
897,CS MacLeod (SCOT),1,1,0,33,33,33,24,137.5,0,0,0,3,1,CS MacLeod,SCOT
898,Mohammad Shahzad (AFG),3,3,0,33,20,11,42,78.57,0,0,0,4,1,Mohammad Shahzad,AFG
899,S Ravichandran (JPN),3,3,0,33,19,11,33,100,0,0,0,3,1,S Ravichandran,JPN
900,Sohel Patel (PAN),3,3,0,33,22,11,30,110,0,0,0,4,0,Sohel Patel,PAN
901,R Theruvath (QAT),4,4,0,33,15,8.25,33,100,0,0,1,4,1,R Theruvath,QAT
902,Abdul Hashmi (DEN),5,5,1,32,30*,8,39,82.05,0,0,3,5,0,Abdul Hashmi,DEN
903,TA Blundell (NZ),2,2,0,32,28,16,19,168.42,0,0,0,6,0,TA Blundell,NZ
904,AM Hardie (AUS),2,2,0,32,16,16,28,114.28,0,0,0,5,0,AM Hardie,AUS
905,S Jegannathan (INA),3,3,1,32,18,16,53,60.37,0,0,0,3,0,S Jegannathan,INA
906,MR Kumar (UAE),3,3,1,32,17,16,40,80,0,0,0,2,1,MR Kumar,UAE
907,P Mishra (BUL),6,6,0,32,13,5.33,36,88.88,0,0,1,4,1,P Mishra,BUL
908,S Movva (CAN),1,1,0,32,32,32,30,106.66,0,0,0,3,1,S Movva,CAN
909,Najjam Shahzad (POR),1,1,0,32,32,32,27,118.51,0,0,0,1,3,Najjam Shahzad,POR
910,JD Newton (CRT),4,4,0,32,26,8,51,62.74,0,0,2,2,1,JD Newton,CRT
911,Sahil Chauhan (EST),1,1,0,32,32,32,19,168.42,0,0,0,2,3,Sahil Chauhan,EST
912,Walid Sahibzada (BEL),2,2,0,32,32,16,37,86.48,0,0,1,2,1,Walid Sahibzada,BEL
913,Aqib Iqbal (AUT),1,1,0,31,31,31,30,103.33,0,0,0,3,1,Aqib Iqbal,AUT
914,LA Burns (ESP),1,1,1,31,31*,0,23,134.78,0,0,0,3,0,LA Burns,ESP
915,R Coker (SLE),6,6,0,31,12,5.16,59,52.54,0,0,1,3,0,R Coker,SLE
916,Huang Junjie (CHN),5,5,0,31,17,6.2,87,35.63,0,0,2,1,0,Huang Junjie,CHN
917,D Khanal (NEP),3,3,0,31,18,10.33,35,88.57,0,0,0,4,1,D Khanal,NEP
918,Muhammad Khan (HKG),5,5,0,31,18,6.2,40,77.5,0,0,3,3,2,Muhammad Khan,HKG
919,R Nath (TKY),2,2,0,31,28,15.5,38,81.57,0,0,0,5,0,R Nath,TKY
920,AAP Rivero (Arg),2,1,0,31,31,31,42,73.8,0,0,0,1,1,AAP Rivero,Arg
921,Sabbir Rahman (BAN),4,4,0,31,14,7.75,36,86.11,0,0,1,3,1,Sabbir Rahman,BAN
922,Shaheryar Butt (BEL),2,2,0,31,25,15.5,24,129.16,0,0,0,3,2,Shaheryar Butt,BEL
923,K Suttisan (THA),2,2,0,31,26,15.5,39,79.48,0,0,0,4,0,K Suttisan,THA
924,C Tear (SCOT),3,3,0,31,16,10.33,46,67.39,0,0,0,2,1,C Tear,SCOT
925,G Toka (PNG),2,2,0,31,29,15.5,27,114.81,0,0,0,3,1,G Toka,PNG
926,A Gbla (SLE),3,3,0,30,15,10,32,93.75,0,0,0,4,0,A Gbla,SLE
927,AS Mehmi (GRC),2,2,0,30,29,15,28,107.14,0,0,0,5,0,AS Mehmi,GRC
928,E Niyomugabo (RWN),2,2,0,30,20,15,22,136.36,0,0,0,3,1,E Niyomugabo,RWN
929,S Kollery (BOT),1,1,0,29,29,29,41,70.73,0,0,0,4,0,S Kollery,BOT
930,Maqsood Ahmad (BEL),1,1,0,29,29,29,21,138.09,0,0,0,5,0,Maqsood Ahmad,BEL
931,Numan Ahmadzai (SUI),2,2,1,29,28*,29,38,76.31,0,0,0,2,1,Numan Ahmadzai,SUI
932,Aadil Bhaiyat (SWZ),4,4,0,28,21,7,31,90.32,0,0,1,2,1,Aadil Bhaiyat,SWZ
933,Andre Jarju (GMB),6,6,0,28,15,4.66,72,38.88,0,0,1,3,0,Andre Jarju,GMB
934,J Barker (LUX),4,4,0,28,19,7,41,68.29,0,0,0,2,0,J Barker,LUX
935,MP Biddappa (PHI),3,3,0,28,26,9.33,54,51.85,0,0,1,3,0,MP Biddappa,PHI
936,Hassan Rasheed (MDV),2,2,1,28,21*,28,33,84.84,0,0,0,4,0,Hassan Rasheed,MDV
937,Hisham Shaikh (KSA),1,1,0,28,28,28,39,71.79,0,0,0,0,0,Hisham Shaikh,KSA
938,Ibrahim Kpaka (SLE),6,6,0,28,18,4.66,37,75.67,0,0,2,3,0,Ibrahim Kpaka,SLE
939,Jaikumar Thakur (CRT),4,4,0,28,20,7,51,54.9,0,0,0,1,0,Jaikumar Thakur,CRT
940,Junaid Aziz (BHR),2,2,0,28,23,14,46,60.86,0,0,0,0,1,Junaid Aziz,BHR
941,AR Ramjani (UGA),2,2,0,28,20,14,24,116.66,0,0,0,3,1,AR Ramjani,UGA
942,S Seelan (INA),1,1,0,28,28,28,28,100,0,0,0,3,0,S Seelan,INA
943,RV Viraj (CAM),3,3,0,28,22,9.33,46,60.86,0,0,1,5,0,RV Viraj,CAM
944,Yaseer Nazeer (BHR),1,1,0,28,28,28,15,186.66,0,0,0,6,0,Yaseer Nazeer,BHR
945,KM Awala (GHA),2,2,0,27,22,13.5,29,93.1,0,0,0,2,0,KM Awala,GHA
946,LE Dlamini (SWZ),3,3,0,27,14,9,35,77.14,0,0,0,2,1,LE Dlamini,SWZ
947,Jordan O'Brien (FIN),5,5,0,27,9,5.4,40,67.5,0,0,1,1,1,Jordan O'Brien,FIN
948,Muhammad Umar (KUW),2,2,0,27,26,13.5,37,72.97,0,0,0,2,1,Muhammad Umar,KUW
949,R Sakurano-Thomas (JPN),2,2,0,27,16,13.5,37,72.97,0,0,0,1,0,R Sakurano-Thomas,JPN
950,Sobu George (MLT),1,1,0,27,27,27,21,128.57,0,0,0,4,0,Sobu George,MLT
951,D Teinaki (COK),2,2,0,27,16,13.5,29,93.1,0,0,0,1,3,D Teinaki,COK
952,OSB Tilley (CRT),3,3,0,27,21,9,34,79.41,0,0,0,5,0,OSB Tilley,CRT
953,S Tuitoga (Fiji),2,2,0,27,27,13.5,33,81.81,0,0,1,3,1,S Tuitoga,Fiji
954,D Wiese (NAM),1,1,0,27,27,27,12,225,0,0,0,2,2,D Wiese,NAM
955,TV Badri Narayanan (CRC),3,3,1,26,19,13,41,63.41,0,0,1,1,1,TV Badri Narayanan,CRC
956,YI Kachhalia (PAN),5,5,0,26,14,5.2,43,60.46,0,0,1,2,0,YI Kachhalia,PAN
957,Kau Qalo (Fiji),1,1,0,26,26,26,27,96.29,0,0,0,2,1,Kau Qalo,Fiji
958,C Madande (ZIM),4,4,0,26,8,6.5,44,59.09,0,0,0,0,1,C Madande,ZIM
959,A Natubhai Ahir (PAN),2,2,0,26,25,13,24,108.33,0,0,0,2,1,A Natubhai Ahir,PAN
960,Towhid Hridoy (BAN),3,3,0,26,12,8.66,32,81.25,0,0,0,1,0,Towhid Hridoy,BAN
961,Wasim Ali (OMA),2,2,1,26,25*,26,22,118.18,0,0,0,1,2,Wasim Ali,OMA
962,DGAPD Wiswi (INA),1,1,1,26,26*,0,13,200,0,0,0,4,1,DGAPD Wiswi,INA
963,IK Darmawan (INA),3,3,0,25,16,8.33,34,73.52,0,0,1,3,0,IK Darmawan,INA
964,H Jangariya (SWZ),1,1,0,25,25,25,19,131.57,0,0,0,5,0,H Jangariya,SWZ
965,S Kamate (Mali),4,4,0,25,12,6.25,43,58.13,0,0,0,4,0,S Kamate,Mali
966,JDA Richardson (BER),2,2,0,25,15,12.5,32,78.12,0,0,0,3,0,JDA Richardson,BER
967,T Stubbs (SA),2,2,0,25,14,12.5,20,125,0,0,0,2,1,T Stubbs,SA
968,M Vivekanandan (MNG),6,6,0,25,11,4.16,74,33.78,0,0,3,2,0,M Vivekanandan,MNG
969,Afsar Zazai (AFG),1,1,0,24,24,24,24,100,0,0,0,1,1,Afsar Zazai,AFG
970,Amjad Sher (FIN),2,2,1,24,18*,24,27,88.88,0,0,0,1,1,Amjad Sher,FIN
971,Azin Rafeeg (MDV),2,2,1,24,24*,24,17,141.17,0,0,1,3,1,Azin Rafeeg,MDV
972,AR Balla (CAM),5,5,2,24,7,8,84,28.57,0,0,0,0,0,AR Balla,CAM
