,Player,Matches,Innings,Not_Out,Runs,Highest_Score,Average,Balls_Faced,SR,Hundreds,Fifties,Zeros,Fours,Sixes,Player_Name,Country
1226,Shakkir Kassim (QAT),1,1,0,7,7,7,8,87.5,0,0,0,1,0,Shakkir Kassim,QAT
1227,R Sharma (SGP),1,1,1,7,7*,0,2,350,0,0,0,0,1,R Sharma,SGP
1228,C Sudarsanan (MLT),1,1,0,7,7,7,9,77.77,0,0,0,1,0,C Sudarsanan,MLT
1229,Zuhair Muhammad (KSA),2,2,0,7,5,3.5,16,43.75,0,0,0,0,0,Zuhair Muhammad,KSA
1230,MC Alex (CIV),2,2,0,6,5,3,11,54.54,0,0,0,1,0,MC Alex,CIV
1231,A Amado (ISR),1,1,0,6,6,6,9,66.66,0,0,0,1,0,A Amado,ISR
1232,Amandeep Singh (POR),1,1,0,6,6,6,7,85.71,0,0,0,1,0,Amandeep Singh,POR
1233,JW Bartlett (Chile),2,2,0,6,5,3,16,37.5,0,0,0,0,0,JW Bartlett,Chile
1234,JP Greaves (WI),1,1,0,6,6,6,5,120,0,0,0,0,0,JP Greaves,WI
1235,S Henry (Falk),1,1,0,6,6,6,14,42.85,0,0,0,1,0,S Henry,Falk
1236,Ibrahim Hassan (MDV),1,1,0,6,6,6,11,54.54,0,0,0,0,0,Ibrahim Hassan,MDV
1237,Jai Sinh (SUI),1,1,0,6,6,6,11,54.54,0,0,0,0,0,Jai Sinh,SUI
1238,A Maheshwari (CRT),2,2,0,6,6,3,16,37.5,0,0,1,0,0,A Maheshwari,CRT
1239,J Martins (POR),1,1,0,6,6,6,4,150,0,0,0,1,0,J Martins,POR
1240,NM Salonen (FIN),3,3,0,6,6,2,24,25,0,0,2,0,0,NM Salonen,FIN
1241,Shenjian Zheng (CHN),1,1,0,6,6,6,13,46.15,0,0,0,1,0,Shenjian Zheng,CHN
1242,R Shepherd (WI),1,1,0,6,6,6,5,120,0,0,0,0,1,R Shepherd,WI
1243,K Tathgur (CAN),2,2,0,6,3,3,16,37.5,0,0,0,0,0,K Tathgur,CAN
1244,D Traore (Mali),2,2,0,6,6,3,15,40,0,0,1,0,0,D Traore,Mali
1245,DJ Turkich (CRT),1,1,0,6,6,6,14,42.85,0,0,0,0,0,DJ Turkich,CRT
1246,P Yevugah (GHA),2,2,0,6,4,3,9,66.66,0,0,0,0,0,P Yevugah,GHA
1247,Avi Dixit (SGP),2,2,0,5,3,2.5,8,62.5,0,0,0,0,0,Avi Dixit,SGP
1248,Basil Hameed (UAE),2,2,0,5,3,2.5,7,71.42,0,0,0,0,0,Basil Hameed,UAE
1249,DE Burgess (Samoa),1,1,0,5,5,5,11,45.45,0,0,0,0,0,DE Burgess,Samoa
1250,GF Cardos (TLS),1,1,0,5,5,5,19,26.31,0,0,0,0,0,GF Cardos,TLS
1251,M Cohen (ISR),1,1,0,5,5,5,15,33.33,0,0,0,0,0,M Cohen,ISR
1252,MNK Fernando (SL),1,1,0,5,5,5,8,62.5,0,0,0,1,0,MNK Fernando,SL
1253,AA Hawoe (INA),2,1,1,5,5*,0,2,250,0,0,0,1,0,AA Hawoe,INA
1254,Izaz Ali (SVN),3,3,0,5,4,1.66,11,45.45,0,0,1,0,0,Izaz Ali,SVN
1255,A Ilaoa (Samoa),1,1,0,5,5,5,6,83.33,0,0,0,1,0,A Ilaoa,Samoa
1256,Imran (AFG),1,1,0,5,5,5,9,55.55,0,0,0,1,0,Imran,AFG
1257,Ismaila Tamba (GMB),1,1,0,5,5,5,11,45.45,0,0,0,1,0,Ismaila Tamba,GMB
1258,Javed Maroofkhail (NOR),1,1,1,5,5*,0,6,83.33,0,0,0,1,0,Javed Maroofkhail,NOR
1259,ML Kostic (SRB),1,1,0,5,5,5,9,55.55,0,0,0,1,0,ML Kostic,SRB
1260,JS Kundi (KENYA),1,1,0,5,5,5,5,100,0,0,0,1,0,JS Kundi,KENYA
1261,Mahmudul Hasan Joy (BAN),2,2,0,5,5,2.5,10,50,0,0,1,0,0,Mahmudul Hasan Joy,BAN
1262,D Mendonca (TLS),2,2,0,5,5,2.5,13,38.46,0,0,1,0,0,D Mendonca,TLS
1263,Mohammad Ishaq (AFG),1,1,0,5,5,5,10,50,0,0,0,0,0,Mohammad Ishaq,AFG
1264,J Pakhiaokajee (THA),4,4,0,5,2,1.25,18,27.77,0,0,1,0,0,J Pakhiaokajee,THA
1265,BC Sahin (TKY),1,1,0,5,5,5,12,41.66,0,0,0,1,0,BC Sahin,TKY
1266,S Sola (Samoa),2,2,0,5,5,2.5,7,71.42,0,0,1,1,0,S Sola,Samoa
1267,AL Stephen (VAN),1,1,0,5,5,5,11,45.45,0,0,0,0,0,AL Stephen,VAN
1268,Swann Htet Ko Ko (MYAN),2,2,0,5,5,2.5,23,21.73,0,0,1,0,0,Swann Htet Ko Ko,MYAN
1269,Adnan Tahir (ESP),1,1,0,4,4,4,5,80,0,0,0,0,0,Adnan Tahir,ESP
1270,PS Airee (NEP),1,1,0,4,4,4,14,28.57,0,0,0,0,0,PS Airee,NEP
1271,A Andrews (SUI),1,1,0,4,4,4,6,66.66,0,0,0,1,0,A Andrews,SUI
1272,MO Bacarese (GIBR),1,1,0,4,4,4,18,22.22,0,0,0,0,0,MO Bacarese,GIBR
1273,M Bhatia (SGP),2,2,0,4,2,2,9,44.44,0,0,0,0,0,M Bhatia,SGP
1274,FA Cossa (MOZ),1,1,0,4,4,4,8,50,0,0,0,0,0,FA Cossa,MOZ
1275,ADS Fletcher (WI),2,2,0,4,4,2,15,26.66,0,0,1,0,0,ADS Fletcher,WI
1276,J Ghelzai (AUT),1,1,0,4,4,4,6,66.66,0,0,0,0,0,J Ghelzai,AUT
1277,D Issiaka (CIV),3,3,0,4,2,1.33,29,13.79,0,0,1,0,0,D Issiaka,CIV
1278,CN Kakuru (UGA),2,1,0,4,4,4,4,100,0,0,0,1,0,CN Kakuru,UGA
1279,Mohammad Nawaz (3) (PAK),1,1,0,4,4,4,11,36.36,0,0,0,0,0,Mohammad Nawaz,3
1280,Murat Yilmaz (TKY),1,1,0,4,4,4,4,100,0,0,0,1,0,Murat Yilmaz,TKY
1281,Nasrulla Rana (HKG),2,2,0,4,2,2,9,44.44,0,0,0,0,0,Nasrulla Rana,HKG
1282,Nyein Cham Soe (MYAN),1,1,0,4,4,4,7,57.14,0,0,0,0,0,Nyein Cham Soe,MYAN
1283,V Pulibanti (CRT),1,1,0,4,4,4,15,26.66,0,0,0,1,0,V Pulibanti,CRT
1284,A Reyes (GIBR),1,1,0,4,4,4,5,80,0,0,0,1,0,A Reyes,GIBR
1285,Rizwan Mahmood (DEN),1,1,0,4,4,4,11,36.36,0,0,0,0,0,Rizwan Mahmood,DEN
1286,Sathya Narayanan (SUI),1,1,1,4,4*,0,10,40,0,0,0,0,0,Sathya Narayanan,SUI
1287,Sharveen Surendran (MAS),1,1,1,4,4*,0,11,36.36,0,0,0,0,0,Sharveen Surendran,MAS
1288,NJA Smith (PHI),2,2,0,4,4,2,9,44.44,0,0,1,0,0,NJA Smith,PHI
1289,M Ozturk (TKY),1,1,0,4,4,4,11,36.36,0,0,0,0,0,M Ozturk,TKY
1290,M Vaik (EST),1,1,0,4,4,4,22,18.18,0,0,0,0,0,M Vaik,EST
1291,KY Wilfried (CIV),2,2,0,4,4,2,17,23.52,0,0,1,0,0,KY Wilfried,CIV
1292,P Abanda (CAM),2,2,0,3,2,1.5,13,23.07,0,0,0,0,0,P Abanda,CAM
1293,Abdul Shakoor (ROM),1,1,0,3,3,3,6,50,0,0,0,0,0,Abdul Shakoor,ROM
1294,Amir Zaib (POR),2,2,0,3,3,1.5,5,60,0,0,1,0,0,Amir Zaib,POR
1295,Ayaan Khan (OMA),2,1,0,3,3,3,5,60,0,0,0,0,0,Ayaan Khan,OMA
1296,S Barnett (IOM),2,2,0,3,3,1.5,10,30,0,0,1,0,0,S Barnett,IOM
1297,E Beukes (CAM),1,1,0,3,3,3,6,50,0,0,0,0,0,E Beukes,CAM
1298,S Elayaperumal (Mex),1,1,0,3,3,3,12,25,0,0,0,0,0,S Elayaperumal,Mex
1299,Lee Kangmin (SKOR),1,1,0,3,3,3,9,33.33,0,0,0,0,0,Lee Kangmin,SKOR
1300,Muhammad Qasim (MLT),1,1,0,3,3,3,5,60,0,0,0,0,0,Muhammad Qasim,MLT
1301,N Naranbaatar (MNG),4,4,0,3,2,0.75,31,9.67,0,0,2,0,0,N Naranbaatar,MNG
1302,IP Swaney (SGP),1,1,0,3,3,3,2,150,0,0,0,0,0,IP Swaney,SGP
1303,E Sebareme (RWN),1,1,0,3,3,3,11,27.27,0,0,0,0,0,E Sebareme,RWN
1304,L Smith (Fran),1,1,0,3,3,3,11,27.27,0,0,0,0,0,L Smith,Fran
1305,EG Taylor (Chile),1,1,0,3,3,3,26,11.53,0,0,0,0,0,EG Taylor,Chile
1306,Tian Sen Qun (CHN),1,1,0,3,3,3,10,30,0,0,0,0,0,Tian Sen Qun,CHN
1307,SH Venugopal (SGP),1,1,0,3,3,3,5,60,0,0,0,0,0,SH Venugopal,SGP
1308,V Vijh (LUX),1,1,0,3,3,3,12,25,0,0,0,0,0,V Vijh,LUX
1309,Vimal Kumar (PHI),1,1,0,3,3,3,16,18.75,0,0,0,0,0,Vimal Kumar,PHI
1310,T Wangchuk (BHU),1,1,0,3,3,3,7,42.85,0,0,0,0,0,T Wangchuk,BHU
1311,Abu Zar (SWE),2,2,0,2,2,1,5,40,0,0,1,0,0,Abu Zar,SWE
1312,A Ahmadhel (BUL),1,1,0,2,2,2,6,33.33,0,0,0,0,0,A Ahmadhel,BUL
1313,Akash Babu (QAT),2,2,0,2,2,1,5,40,0,0,1,0,0,Akash Babu,QAT
1314,B Angeltti (Arg),2,2,0,2,2,1,5,40,0,0,1,0,0,B Angeltti,Arg
1315,A Awasthi (CRT),1,1,0,2,2,2,8,25,0,0,0,0,0,A Awasthi,CRT
1316,NN Banner (Blz),1,1,0,2,2,2,6,33.33,0,0,0,0,0,NN Banner,Blz
1317,R Chopra (UAE),1,1,0,2,2,2,4,50,0,0,0,0,0,R Chopra,UAE
1318,Devender Singh (GHA),1,1,0,2,2,2,4,50,0,0,0,0,0,Devender Singh,GHA
1319,A Dhar (CAY),1,1,0,2,2,2,6,33.33,0,0,0,0,0,A Dhar,CAY
1320,Hassan Khan (GER),2,2,0,2,2,1,5,40,0,0,1,0,0,Hassan Khan,GER
1321,AF Ifill (CAY),1,1,0,2,2,2,6,33.33,0,0,0,0,0,AF Ifill,CAY
1322,D Jamyansuren (MNG),2,2,0,2,2,1,31,6.45,0,0,1,0,0,D Jamyansuren,MNG
1323,N Khanna (MLT),2,2,0,2,1,1,8,25,0,0,0,0,0,N Khanna,MLT
1324,Khawaja Nafay (PAK),1,1,0,2,2,2,3,66.66,0,0,0,0,0,Khawaja Nafay,PAK
1325,Luke Ward (IOM),1,1,0,2,2,2,7,28.57,0,0,0,0,0,Luke Ward,IOM
1326,S Maduranga (SKOR),1,1,0,2,2,2,4,50,0,0,0,0,0,S Maduranga,SKOR
1327,Mihir Patel (CAN),1,1,0,2,2,2,2,100,0,0,0,0,0,Mihir Patel,CAN
1328,Muhammad Naeem (CAM),2,2,0,2,2,1,4,50,0,0,1,0,0,Muhammad Naeem,CAM
1329,T Munyonga (ZIM),1,1,0,2,2,2,6,33.33,0,0,0,0,0,T Munyonga,ZIM
1330,LA Musiani (Arg),2,2,0,2,2,1,7,28.57,0,0,1,0,0,LA Musiani,Arg
1331,Najibullah Zadran (AFG),1,1,0,2,2,2,3,66.66,0,0,0,0,0,Najibullah Zadran,AFG
1332,DM Nakrani (UGA),1,1,0,2,2,2,5,40,0,0,0,0,0,DM Nakrani,UGA
1333,CB Ondoa (CAM),1,1,0,2,2,2,16,12.5,0,0,0,0,0,CB Ondoa,CAM
1334,Ousman Bah (GMB),1,1,0,2,2,2,6,33.33,0,0,0,0,0,Ousman Bah,GMB
1335,H Pile (GIBR),1,1,0,2,2,2,6,33.33,0,0,0,0,0,H Pile,GIBR
1336,R Powell (WI),1,1,0,2,2,2,3,66.66,0,0,0,0,0,R Powell,WI
1337,PBB Rajapaksa (SL),1,1,0,2,2,2,3,66.66,0,0,0,0,0,PBB Rajapaksa,SL
1338,T Ramautar (Sur),1,1,0,2,2,2,3,66.66,0,0,0,0,0,T Ramautar,Sur
1339,Rhys Burinaga (PHI),1,1,0,2,2,2,6,33.33,0,0,0,0,0,Rhys Burinaga,PHI
1340,Rizwan Mangera (PAN),1,1,0,2,2,2,6,33.33,0,0,0,0,0,Rizwan Mangera,PAN
1341,Sandeep Goud (BHM),1,1,0,2,2,2,21,9.52,0,0,0,0,0,Sandeep Goud,BHM
1342,L Sanogo (Mali),1,1,0,2,2,2,8,25,0,0,0,0,0,L Sanogo,Mali
1343,C Shivakumar (SGP),1,1,0,2,2,2,6,33.33,0,0,0,0,0,C Shivakumar,SGP
1344,Sufyan Yousaf (OMA),1,1,0,2,2,2,4,50,0,0,0,0,0,Sufyan Yousaf,OMA
1345,Sulaiman Ali (BUL),1,1,0,2,2,2,4,50,0,0,0,0,0,Sulaiman Ali,BUL
1346,E Van Reenen (SRB),1,1,0,2,2,2,6,33.33,0,0,0,0,0,E Van Reenen,SRB
1347,Xie Kunkun (CHN),1,1,0,2,2,2,12,16.66,0,0,0,0,0,Xie Kunkun,CHN
1348,Yousif Wali (BHR),1,1,0,2,2,2,2,100,0,0,0,0,0,Yousif Wali,BHR
1349,RDB Ahir (PAN),1,1,0,1,1,1,2,50,0,0,0,0,0,RDB Ahir,PAN
1350,J Byrappa (Mex),1,1,0,1,1,1,9,11.11,0,0,0,0,0,J Byrappa,Mex
1351,TD Chaoana (LES),1,1,0,1,1,1,11,9.09,0,0,0,0,0,TD Chaoana,LES
1352,A Daxini (CRT),1,1,0,1,1,1,4,25,0,0,0,0,0,A Daxini,CRT
1353,R Escobar (Arg),2,2,0,1,1,0.5,8,12.5,0,0,1,0,0,R Escobar,Arg
1354,L Fereti (Samoa),1,1,0,1,1,1,3,33.33,0,0,0,0,0,L Fereti,Samoa
1355,Hasnain Ul Wahab (OMA),1,1,0,1,1,1,3,33.33,0,0,0,0,0,Hasnain Ul Wahab,OMA
1356,DF Jacobs (THA),1,1,0,1,1,1,10,10,0,0,0,0,0,DF Jacobs,THA
1357,Javid Patel (Zamb),1,1,0,1,1,1,8,12.5,0,0,0,0,0,Javid Patel,Zamb
1358,Karim Janat (AFG),1,1,0,1,1,1,3,33.33,0,0,0,0,0,Karim Janat,AFG
1359,B Masauko (MWI),1,1,0,1,1,1,4,25,0,0,0,0,0,B Masauko,MWI
1360,A Mene-Ejegi (SRB),1,1,0,1,1,1,3,33.33,0,0,0,0,0,A Mene-Ejegi,SRB
1361,Mohsin Shabbir (KSA),1,1,0,1,1,1,5,20,0,0,0,0,0,Mohsin Shabbir,KSA
1362,Y Naing Tun (MYAN),1,1,0,1,1,1,8,12.5,0,0,0,0,0,Y Naing Tun,MYAN
1363,Naveena Shetty (BHR),3,3,0,1,1,0.33,6,16.66,0,0,2,0,0,Naveena Shetty,BHR
1364,Nay Lin Htun (MYAN),2,2,0,1,1,0.5,8,12.5,0,0,1,0,0,Nay Lin Htun,MYAN
1365,J Pook (Blz),1,1,0,1,1,1,4,25,0,0,0,0,0,J Pook,Blz
1366,Rashid Hashmi (CRT),1,1,0,1,1,1,14,7.14,0,0,0,0,0,Rashid Hashmi,CRT
1367,Riazat Ali Shah (UGA),1,1,0,1,1,1,4,25,0,0,0,0,0,Riazat Ali Shah,UGA
1368,L Ruane (FIN),1,1,0,1,1,1,5,20,0,0,0,0,0,L Ruane,FIN
1369,Bilal Safdar (NOR),1,1,0,1,1,1,5,20,0,0,0,0,0,Bilal Safdar,NOR
1370,Salman Patel (Zamb),1,1,0,1,1,1,5,20,0,0,0,0,0,Salman Patel,Zamb
1371,D Samarawickrama (ITA),1,1,0,1,1,1,7,14.28,0,0,0,0,0,D Samarawickrama,ITA
1372,P Thongsa (THA),1,1,0,1,1,1,3,33.33,0,0,0,0,0,P Thongsa,THA
1373,B Tuyizere (RWN),1,1,0,1,1,1,6,16.66,0,0,0,0,0,B Tuyizere,RWN
1374,Zahoor Ahmad (KSA),1,1,0,1,1,1,5,20,0,0,0,0,0,Zahoor Ahmad,KSA
1375,Zakir Hasan (BAN),2,2,0,1,1,0.5,8,12.5,0,0,1,0,0,Zakir Hasan,BAN
1376,CC Machado (BRA),1,1,0,0,0,0,4,0,0,0,1,0,0,CC Machado,BRA
1377,Abdullah Shafique (PAK),2,2,0,0,0,0,3,0,0,0,2,0,0,Abdullah Shafique,PAK
1378,Abrar Bilal (AUT),1,1,0,0,0,0,2,0,0,0,1,0,0,Abrar Bilal,AUT
1379,G Aburto (Chile),1,1,0,0,0,0,4,0,0,0,1,0,0,G Aburto,Chile
1380,KO Altamirano (CRC),1,1,0,0,0,0,7,0,0,0,1,0,0,KO Altamirano,CRC
1381,Anoop Orsu (LUX),1,1,0,0,0,0,3,0,0,0,1,0,0,Anoop Orsu,LUX
1382,Arnav Manoj (SGP),3,3,0,0,0,0,7,0,0,0,3,0,0,Arnav Manoj,SGP
1383,P Arora (Mex),2,2,0,0,0,0,4,0,0,0,2,0,0,P Arora,Mex
1384,RD Atangana (CAM),1,1,0,0,0,0,2,0,0,0,1,0,0,RD Atangana,CAM
1385,Azeem Nazir (SUI),1,1,0,0,0,0,2,0,0,0,1,0,0,Azeem Nazir,SUI
1386,D Berthe (Mali),1,1,0,0,0,0,2,0,0,0,1,0,0,D Berthe,Mali
1387,L Berthe (Mali),2,2,1,0,0*,0,5,0,0,0,1,0,0,L Berthe,Mali
1388,IW Budiarta (INA),1,1,0,0,0,0,1,0,0,0,1,0,0,IW Budiarta,INA
1389,G Cupido (SUI),2,2,0,0,0,0,3,0,0,0,2,0,0,G Cupido,SUI
1390,YP Dayal (Sur),1,1,0,0,0,0,1,0,0,0,1,0,0,YP Dayal,Sur
1391,STRA de Silva (SEY),1,1,0,0,0,0,3,0,0,0,1,0,0,STRA de Silva,SEY
1392,L Erdenebulgan (MNG),2,2,0,0,0,0,9,0,0,0,2,0,0,L Erdenebulgan,MNG
1393,EF Faalupega (Samoa),1,1,0,0,0,0,3,0,0,0,1,0,0,EF Faalupega,Samoa
1394,Garret Banner (Blz),1,1,0,0,0,0,1,0,0,0,1,0,0,Garret Banner,Blz
1395,AK Gokoel (Sur),1,1,0,0,0,0,8,0,0,0,1,0,0,AK Gokoel,Sur
1396,R Goodwin (PHI),1,1,0,0,0,0,5,0,0,0,1,0,0,R Goodwin,PHI
1397,SU Halarnkar (CRC),1,1,0,0,0,0,1,0,0,0,1,0,0,SU Halarnkar,CRC
1398,DJ Hawoe (INA),1,1,0,0,0,0,1,0,0,0,1,0,0,DJ Hawoe,INA
1399,JO Holder (WI),2,2,0,0,0,0,7,0,0,0,2,0,0,JO Holder,WI
1400,AS Hundal (CAN),1,1,0,0,0,0,4,0,0,0,1,0,0,AS Hundal,CAN
1401,A Husain (Arg),1,1,1,0,0*,0,1,0,0,0,0,0,0,A Husain,Arg
1402,K Kato-Stafford (JPN),1,1,0,0,0,0,2,0,0,0,1,0,0,K Kato-Stafford,JPN
1403,S Koppolu (SVN),1,1,0,0,0,0,3,0,0,0,1,0,0,S Koppolu,SVN
1404,Manpreet Singh (SGP),1,1,0,0,0,0,1,0,0,0,1,0,0,Manpreet Singh,SGP
1405,Md Ariyan (ROM),1,1,0,0,0,0,1,0,0,0,1,0,0,Md Ariyan,ROM
1406,PK Mohanarangam (Mex),1,1,0,0,0,0,2,0,0,0,1,0,0,PK Mohanarangam,Mex
1407,J Pakeman (Blz),1,1,0,0,0,0,1,0,0,0,1,0,0,J Pakeman,Blz
1408,C Rubagumya (RWN),1,1,0,0,0,0,2,0,0,0,1,0,0,C Rubagumya,RWN
1409,J Scheffer (Falk),1,1,0,0,0,0,0,0,0,0,1,0,0,J Scheffer,Falk
1410,M Sidibe (Mali),2,2,0,0,0,0,4,0,0,0,2,0,0,M Sidibe,Mali
1411,B Terbish (MNG),2,2,0,0,0,0,11,0,0,0,2,0,0,B Terbish,MNG
1412,NK Tiwari (CYP),1,1,0,0,0,0,1,0,0,0,1,0,0,NK Tiwari,CYP
1413,AN Toube (CAM),1,1,0,0,0,0,2,0,0,0,1,0,0,AN Toube,CAM
1414,J Umanath (Mex),1,1,0,0,0,0,3,0,0,0,1,0,0,J Umanath,Mex
1415,P Useni (NGA),1,1,0,0,0,0,1,0,0,0,1,0,0,P Useni,NGA
1416,HGV Vare (PNG),1,1,0,0,0,0,4,0,0,0,1,0,0,HGV Vare,PNG
1417,Vivek Dixit (LUX),1,1,0,0,0,0,1,0,0,0,1,0,0,Vivek Dixit,LUX
1418,A Busing-Volschenk (NAM),1,1,0,0,0,0,1,0,0,0,1,0,0,A Busing-Volschenk,NAM
1419,Xie Qiulai (CHN),1,1,0,0,0,0,2,0,0,0,1,0,0,Xie Qiulai,CHN
1420,Zabiullah Zahid (SWE),1,1,0,0,0,0,1,0,0,0,1,0,0,Zabiullah Zahid,SWE
1421,BAA Zammitt (GIBR),1,1,0,0,0,0,6,0,0,0,1,0,0,BAA Zammitt,GIBR
1422,Zou Kui (CHN),1,1,0,0,0,0,1,0,0,0,1,0,0,Zou Kui,CHN
1423,Khalid Zahid (SWE),1,0,0,0,0,0,0,0,0,0,0,0,0,Khalid Zahid,SWE
1424,B Balala (MWI),1,0,0,0,0,0,0,0,0,0,0,0,0,B Balala,MWI
1425,Ghulam Ahmadi (GER),1,0,0,0,0,0,0,0,0,0,0,0,0,Ghulam Ahmadi,GER
1426,RK Kiseto (TAN),1,0,0,0,0,0,0,0,0,0,0,0,0,RK Kiseto,TAN
1427,RM Koda (INA),1,0,0,0,0,0,0,0,0,0,0,0,0,RM Koda,INA
1428,A Morris (CAY),1,0,0,0,0,0,0,0,0,0,0,0,0,A Morris,CAY
1429,SO Ngoche (KENYA),1,0,0,0,0,0,0,0,0,0,0,0,0,SO Ngoche,KENYA
1430,IO Okpe (NGA),1,0,0,0,0,0,0,0,0,0,0,0,0,IO Okpe,NGA
1431,LN Oluoch (KENYA),3,0,0,0,0,0,0,0,0,0,0,0,0,LN Oluoch,KENYA
1432,B Pondani (MWI),1,0,0,0,0,0,0,0,0,0,0,0,0,B Pondani,MWI
1433,CR Richards (STHEL),1,0,0,0,0,0,0,0,0,0,0,0,0,CR Richards,STHEL
1434,Robert Raina (THA),1,0,0,0,0,0,0,0,0,0,0,0,0,Robert Raina,THA
1435,O Sam Arthur (CRC),1,0,0,0,0,0,0,0,0,0,0,0,0,O Sam Arthur,CRC
1436,D St Ange (),1,0,0,0,0,0,0,0,0,0,0,0,0,D St Ange,
