Player,Overs,Maidens,Runs,Wickets,Economy,Inns,Opposition,Ground,Start_Date
Vraj Patel,4.0,0,33,1,8.25,1,Botswana,Nairobi (Gym),19 Jun 2023
Ali Nayyer,3.5,0,33,1,8.6,2,Luxembourg,Walferdange,24 Jun 2023
Jaweed Sadran,4.0,0,33,1,8.25,2,Isle of Man,Castletown,9 Jul 2023
A Nanda,4.0,0,33,1,8.25,1,France,Marsa,11 Jul 2023
D Klein,4.0,0,33,1,8.25,1,Scotland,Edinburgh (Golden),20 Jul 2023
Namgay Thinley,3.0,0,33,1,11,1,Malaysia,Kuala Lumpur,27 Jul 2023
AL Stephen,3.0,0,33,1,11,1,Japan,Port Moresby,28 Jul 2023
A Martel,4.0,0,33,1,8.25,1,Germany,Deventer,14 Aug 2023
D Mullen,4.0,0,33,1,8.25,2,Germany,Deventer,15 Aug 2023
Waqas Ahmad,4.0,0,33,1,8.25,1,Romania,Ilfov County,18 Aug 2023
Imran Ameer,4.0,0,33,1,8.25,1,Romania,Ilfov County,20 Aug 2023
B White,4.0,0,33,1,8.25,1,India,Dublin (Malahide),20 Aug 2023
J Sebanja,3.0,0,33,1,11,2,Rwanda,Rwanda,22 Aug 2023
Muhammad Jabir,4.0,0,33,1,8.25,2,Kuwait,Doha,18 Sep 2023
Atif-Ur-Rehman,3.5,0,33,1,8.6,2,Bahrain,Doha,18 Sep 2023
Muhammad Jabir,3.0,0,33,1,11,1,U.A.E.,Doha,20 Sep 2023
Mohammad Ghazanfar,4.0,0,33,1,8.25,1,P.N.G.,Kuala Lumpur,21 Sep 2023
Rizwan Haider,4.0,0,33,1,8.25,2,Hong Kong,Kuala Lumpur,22 Sep 2023
Ibrahim Hassan,4.0,0,33,1,8.25,1,Saudi Arabia,Doha,28 Sep 2023
Nizakat Khan,3.0,0,33,1,11,2,U.A.E.,Mulpani,22 Oct 2023
A Krishna,3.3,0,33,1,9.42,2,Nepal,Kirtipur,30 Oct 2023
RP Burl,4.0,0,33,1,8.25,1,Namibia,Windhoek,30 Oct 2023
PR Surve,3.3,0,33,1,9.42,2,Cambodia,Bali,22 Nov 2023
Vraj Patel,4.0,0,33,1,8.25,2,Rwanda,Windhoek,22 Nov 2023
Avesh Khan,4.0,0,33,1,8.25,2,Australia,Raipur,1 Dec 2023
CA Young,4.0,0,33,1,8.25,1,Zimbabwe,Harare,9 Dec 2023
Akif Raja,2.5,0,33,1,11.64,2,Afghanistan,Sharjah,31 Dec 2023
Azmatullah Omarzai,4.0,0,33,1,8.25,2,India,Mohali,11 Jan 2024
IS Sodhi,3.0,0,33,1,11,2,Pakistan,Auckland,12 Jan 2024
Naveen-ul-Haq,3.0,0,33,1,11,2,India,Indore,14 Jan 2024
Azmatullah Omarzai,4.0,0,33,1,8.25,1,India,Bengaluru,17 Jan 2024
AJ Hosein,3.0,0,33,1,11,2,Australia,Perth,13 Feb 2024
MW Short,2.0,0,33,1,16.5,2,New Zealand,Auckland,25 Feb 2024
GBW Munaweera,4.0,0,33,1,8.25,1,Hong Kong,Doha,27 Feb 2024
FJ Klaassen,3.0,0,33,1,11,2,Namibia,Kirtipur,29 Feb 2024
J Rasu,4.0,0,33,1,8.25,1,Malaysia,Kuala Lumpur,6 Mar 2024
Muhammad Amir,3.5,0,33,1,8.6,2,Bahrain,Kuala Lumpur,7 Mar 2024
J Jarvis,4.0,0,33,1,8.25,2,U.A.E.,Dubai (DICS),11 Mar 2024
R Abdulkareem,4.0,0,33,1,8.25,1,Namibia,Accra,18 Mar 2024
Parveen Kumar,3.0,0,33,1,11,1,U.S.A.,Prairie View,9 Apr 2024
Muhammad Farooq,4.0,0,33,1,8.25,1,Kuwait,Al Amerat,12 Apr 2024
Ikramullah Khan,4.0,0,33,1,8.25,1,Hong Kong,Al Amerat,12 Apr 2024
S Veerapathiran,3.0,0,33,1,11,1,Kuwait,Al Amerat,15 Apr 2024
Muhammad Jabir,4.0,0,33,1,8.25,2,Saudi Arabia,Al Amerat,16 Apr 2024
B Arora,3.0,0,33,1,11,2,Belgium,Dreux,11 May 2024
LM Jongwe,4.0,0,33,1,8.25,1,Bangladesh,Mirpur,12 May 2024
AR Ramjani,4.0,0,33,1,8.25,1,Afghanistan,Providence,3 Jun 2024
M Ozturk,4.0,0,33,1,8.25,1,Luxembourg,Spinaceto,12 Jun 2024
Amjad Sher,4.0,0,33,1,8.25,1,Norway,Kerava,14 Jun 2024
NM Salonen,4.0,0,33,1,8.25,1,Norway,Kerava,14 Jun 2024
Taranjit Singh,4.0,0,33,1,8.25,1,Estonia,Episkopi,18 Jun 2024
JC Archer,4.0,0,33,1,8.25,1,India,Providence,27 Jun 2024
PK Langat,4.0,0,33,1,8.25,1,Rwanda,Nairobi,29 Jun 2024
P Nedeljkovic,4.0,0,33,1,8.25,1,Jersey,Krefeld,7 Jul 2024
D Dewald,4.0,0,33,1,8.25,1,Jersey,Krefeld,10 Jul 2024
S Tosic,2.0,0,33,1,16.5,1,Belgium,Krefeld,12 Jul 2024
L Bruce,3.0,0,33,1,11,1,Norway,Krefeld,13 Jul 2024
Vraj Patel,4.0,0,33,1,8.25,2,Nigeria,Nairobi,15 Jul 2024
Muhammad Amir,4.0,0,33,1,8.25,1,Hong Kong,Kuala Lumpur,26 Aug 2024
Aayan Afzal Khan,4.0,0,33,1,8.25,2,Namibia,Windhoek,29 Sep 2024
Fayyaz Butt,4.0,0,33,1,8.25,1,Nepal,King City (NW),29 Sep 2024
Harmeet Singh,4.0,0,33,1,8.25,1,U.A.E.,Windhoek,4 Oct 2024
AS Joseph,4.0,0,33,1,8.25,1,Sri Lanka,Dambulla,15 Oct 2024
SKDT Madusanka,4.0,0,33,1,8.25,1,Rwanda,Nairobi (Ruaraka),24 Oct 2024
AS Joseph,4.0,0,33,1,8.25,1,England,Gros Islet,16 Nov 2024
A Yon,4.0,0,33,1,8.25,1,Eswatini,Abuja,24 Nov 2024
Rizwan Butt,4.0,0,33,1,8.25,1,Qatar,Doha,25 Nov 2024
Muhammad Jawadullah,4.0,0,33,1,8.25,2,Qatar,Doha,26 Nov 2024
S Conteh,4.0,0,33,1,8.25,1,Nigeria,Abuja,27 Nov 2024
H Fennell,4.0,0,33,1,8.25,1,Bermuda,Buenos Aires,2 Dec 2024
Z Bimenyimana,4.0,0,33,1,8.25,1,Uganda,Rwanda,12 Dec 2024
NN Banner,4.0,0,33,1,8.25,1,Bermuda,Buenos Aires,12 Dec 2024
Muzahir Raza,2.0,0,33,1,16.5,2,Qatar,ICCA Dubai,14 Dec 2024
R Shepherd,3.0,0,33,1,11,1,Bangladesh,Kingstown,15 Dec 2024
Usman Najeeb,4.0,1,33,1,8.25,2,Bahrain,ICCA Dubai,16 Dec 2024
Jonte Smith,4.0,0,33,1,8.25,2,Cayman,Buenos Aires,16 Dec 2024
N Thushara,4.0,0,33,1,8.25,2,New Zealand,Nelson,2 Jan 2025
D Marks,4.0,0,33,1,8.25,1,Hungary,Marsa,3 Feb 2025
Imran Khan,4.0,0,33,1,8.25,2,Indonesia,Bali,22 Feb 2025
AR Puri,4.0,0,33,1,8.25,1,Bahrain,Singapore,28 Feb 2025
A Shukla,4.0,0,33,1,8.25,2,Bahrain,Kuala Lumpur,14 Mar 2025
Shadab Khan,4.0,0,33,1,8.25,1,New Zealand,Auckland,21 Mar 2025
T Lungameni,4.0,0,33,1,8.25,1,Canada,Windhoek,23 Mar 2025
Bipin Kumar,4.0,0,33,1,8.25,1,Hong Kong,Mong Kok,13 Apr 2025
Waji Ul Hassan,4.0,0,33,1,8.25,1,Malaysia,Kuala Lumpur,30 Apr 2025
Saber Zakhil,3.0,0,33,1,11,2,Portugal,Zemst,1 Jun 2025
MV Pavlovic,3.0,0,33,1,11,2,Slovenia,Belgrade,8 Jun 2025
AJ Hosein,4.0,0,33,1,8.25,2,England,Bristol,8 Jun 2025
Madhawa Basnayaka,3.0,0,33,1,11,1,Denmark,Ishoj,13 Jun 2025
RE van der Merwe,4.0,0,33,1,8.25,1,Scotland,Glasgow,15 Jun 2025
B McMullen,3.0,0,33,1,11,1,Netherlands,Glasgow,18 Jun 2025
Rupesh Singh,4.0,0,33,1,8.25,1,Netherlands,Glasgow,19 Jun 2025
Waseem Abbas,3.0,0,33,1,11,1,Belgium,Ilfov County,26 Jun 2025
A Dutt,4.0,0,33,1,8.25,1,Jersey,The Hague,5 Jul 2025
Sajid Liaqat,4.0,0,33,1,8.25,1,Tanzania,Blantyre,7 Jul 2025
D Jakiel,4.0,0,33,1,8.25,2,Germany,Blantyre,10 Jul 2025
Anshuman Rath,2.0,0,33,1,16.5,2,Samoa,Singapore,19 Jul 2025
S Sola,3.0,0,33,1,11,2,Hong Kong,Singapore,23 Jul 2025
A Shukla,3.0,0,33,1,11,2,Singapore,Singapore,24 Jul 2025
Mayank Nagayach,4.0,0,33,1,8.25,1,Romania,Szodliget,26 Jul 2025
SA Mohandas,4.0,0,33,1,8.25,2,Luxembourg,Szodliget,27 Jul 2025
AR Ramjani,4.0,0,33,1,8.25,2,U.A.E.,Entebbe,27 Jul 2025
Mohammad Nawaz,3.0,0,33,1,11,2,West Indies,Lauderhill,3 Aug 2025
J Kariko,4.0,0,33,1,8.25,1,Guernsey,Castel,14 Aug 2025
M Koli,4.0,0,33,1,8.25,2,Czech Rep.,Ilfov County,22 Aug 2025
M Magagula,3.0,0,33,1,11,2,Mozambique,Malkerns,13 Sep 2025
Adil Butt,3.0,0,33,1,11,2,Mozambique,Malkerns,13 Sep 2025
R Ngarava,3.0,0,33,1,11,2,Namibia,Bulawayo,15 Sep 2025
BM Scholtz,4.0,0,33,1,8.25,2,Zimbabwe,Bulawayo,16 Sep 2025
D Parashar,4.0,0,33,1,8.25,1,Pakistan,Dubai (DICS),17 Sep 2025
Mustafizur Rahman,4.0,0,33,1,8.25,1,India,Dubai (DICS),24 Sep 2025
Mustafizur Rahman,4.0,0,33,1,8.25,1,Pakistan,Dubai (DICS),25 Sep 2025
B Evans,3.0,0,33,1,11,1,Namibia,Harare,4 Oct 2025
Shoriful Islam,4.0,0,33,1,8.25,1,Afghanistan,Sharjah,5 Oct 2025
Shah Faisal,4.0,0,33,1,8.25,2,Qatar,Al Amerat,12 Oct 2025
K Pierre,4.0,0,33,1,8.25,2,Bangladesh,Chattogram,27 Oct 2025
B Evans,3.0,0,33,1,11,1,Afghanistan,Harare,29 Oct 2025
Zeerak Chughtai,4.0,0,33,1,8.25,1,Cyprus,Episkopi,2 Nov 2025
S Jegannathan,3.0,0,33,1,11,2,Bahrain,Bali,21 Nov 2025
Sajid Khan,4.0,0,33,1,8.25,1,Spain,Cartagena,7 Dec 2025
A Beresford-Peirse,4.0,0,33,1,8.25,2,Spain,Cartagena,7 Dec 2025
A Gbla,4.0,0,33,1,8.25,1,Nigeria,Abuja,11 Dec 2025
J Lassayo,2.0,0,33,1,16.5,1,Nigeria,Abuja,11 Dec 2025
GC Murtaza,4.0,0,33,1,8.25,1,Indonesia,Bali,23 Dec 2025
SA Abbott,3.0,0,33,1,11,1,Pakistan,Lahore,31 Jan 2026
MR Adair,4.0,0,33,1,8.25,1,Sri Lanka,Colombo (RPS),8 Feb 2026
MJ Humphreys,4.0,0,33,1,8.25,1,Australia,Colombo (RPS),11 Feb 2026
Muhammad Salman,3.0,0,33,1,11,1,Qatar,Doha,11 Feb 2026
SM Curran,3.4,0,33,1,9,1,Scotland,Eden Gardens,14 Feb 2026
MA Leask,4.0,0,33,1,8.25,2,England,Eden Gardens,14 Feb 2026
LH Ferguson,3.1,0,33,1,10.42,2,South Africa,Ahmedabad,14 Feb 2026
DN Wellalage,4.0,0,33,1,8.25,1,Australia,Pallekele,16 Feb 2026
Haider Ali,3.0,0,33,1,11,2,South Africa,Delhi,18 Feb 2026
MK Thakur,4.0,0,33,1,8.25,1,Bahrain,Bangkok,27 Feb 2026
JJ Bumrah,4.0,0,33,1,8.25,2,England,Wankhede,5 Mar 2026
Junaid Siddique,4.0,0,34,1,8.5,2,Nepal,Al Amerat,12 Feb 2022
YS Chahal,4.0,0,34,1,8.5,1,West Indies,Eden Gardens,16 Feb 2022
R Shepherd,3.0,0,34,1,11.33,1,India,Eden Gardens,18 Feb 2022
Muhammad Wafiq,4.0,0,34,1,8.5,2,P.N.G.,Kirtipur,1 Apr 2022
Syazrul Idrus,4.0,0,34,1,8.5,2,P.N.G.,Kirtipur,1 Apr 2022
Pavandeep Singh,4.0,0,34,1,8.5,1,Nepal,Kirtipur,2 Apr 2022
HV Mandhyan,4.0,0,34,1,8.5,1,Malta,Marsa,10 May 2022
Khaibar Deldar,3.0,0,34,1,11.33,1,Malta,Marsa,10 May 2022
Bilal Muhammad,4.0,0,34,1,8.5,1,Romania,Marsa,11 May 2022
R Cunningham,2.0,0,34,1,17,1,Czech Rep.,Marsa,11 May 2022
Jitesh Patel,4.0,0,34,1,8.5,1,Bulgaria,Marsa,14 May 2022
DV Varghese,4.0,0,34,1,8.5,2,Malta,Marsa,14 May 2022
Amar Sharma,4.0,0,34,1,8.5,1,Belgium,Gent,11 Jun 2022
LM Jongwe,3.0,0,34,1,11.33,2,Afghanistan,Harare,11 Jun 2022
V Zimonjic,4.0,0,34,1,8.5,2,Bulgaria,Sofia,26 Jun 2022
BP Adapaka,4.0,0,34,1,8.5,1,Denmark,Gent,28 Jun 2022
Yasir Ali,4.0,0,34,1,8.5,1,Denmark,Waterloo,2 Jul 2022
RJW Topley,4.0,0,34,1,8.5,1,India,Southampton,7 Jul 2022
OF Smith,3.0,0,34,1,11.33,1,Bangladesh,Providence,7 Jul 2022
Ibrahim Nashath,4.0,0,34,1,8.5,1,Malaysia,Bangi,9 Jul 2022
N Zimonjic,3.0,0,34,1,11.33,1,Bulgaria,Belgrade,9 Jul 2022
HV Patel,4.0,0,34,1,8.5,2,England,Birmingham,9 Jul 2022
Ijaz Hussain,3.0,0,34,1,11.33,1,Cyprus,Vantaa,13 Jul 2022
Aizaz Khan,4.0,0,34,1,8.5,1,P.N.G.,Bulawayo,14 Jul 2022
R Ngarava,4.0,0,34,1,8.5,2,U.S.A.,Bulawayo,14 Jul 2022
Baz Aybui,3.0,0,34,1,11.33,1,Italy,Vantaa,15 Jul 2022
Umair Tariq,4.0,0,34,1,8.5,1,Guernsey,Vantaa,27 Jul 2022
Ayyaz Qureshi,3.5,0,34,1,8.86,2,Bulgaria,Vantaa,27 Jul 2022
Ali Masood,4.0,0,34,1,8.5,1,Czech Rep.,Vantaa,28 Jul 2022
IS Sodhi,4.0,0,34,1,8.5,2,West Indies,Kingston,10 Aug 2022
TG Southee,4.0,0,34,1,8.5,2,West Indies,Kingston,12 Aug 2022
Junaid Siddique,4.0,0,34,1,8.5,2,Kuwait,Al Amerat,21 Aug 2022
Zahoor Khan,4.0,0,34,1,8.5,2,Kuwait,Al Amerat,21 Aug 2022
AM Fernando,4.0,0,34,1,8.5,1,Afghanistan,Sharjah,3 Sep 2022
Mohammad Nabi,4.0,0,34,1,8.5,2,Sri Lanka,Sharjah,3 Sep 2022
Mohammad Hasnain,4.0,0,34,1,8.5,1,Afghanistan,Sharjah,7 Sep 2022
S Draunivudi,4.0,0,34,1,8.5,1,Vanuatu,Port vila,9 Sep 2022
Usman Qadir,4.0,0,34,1,8.5,2,Sri Lanka,Dubai (DICS),9 Sep 2022
W Nalisa,3.0,0,34,1,11.33,2,Fiji,Port vila,13 Sep 2022
RJW Topley,4.0,0,34,1,8.5,2,Pakistan,Lahore,2 Oct 2022
UT Yadav,3.0,0,34,1,11.33,1,South Africa,Indore,4 Oct 2022
A Zampa,4.0,0,34,1,8.5,2,West Indies,Brisbane,7 Oct 2022
JH Davey,3.0,0,34,1,11.33,2,West Indies,Hobart,17 Oct 2022
FJ Klaassen,4.0,0,34,1,8.5,1,Sri Lanka,Geelong,20 Oct 2022
KP Meiyappan,4.0,0,34,1,8.5,2,Namibia,Geelong,20 Oct 2022
B Muzarabani,4.0,0,34,1,8.5,1,Scotland,Hobart,21 Oct 2022
S Veerapathiran,4.0,0,34,1,8.5,1,Oman,Al Amerat,15 Nov 2022
MV Matsau,4.0,0,34,1,8.5,1,Seychelles,Kigali,20 Nov 2022
M Magagula,3.0,0,34,1,11.33,2,Mozambique,Kigali,2 Dec 2022
IS Sodhi,3.0,0,34,1,11.33,1,India,Ahmedabad,1 Feb 2023
Muhammad Jawadullah,4.0,0,34,1,8.5,2,Afghanistan,Abu Dhabi,16 Feb 2023
S Vijay Unni,4.0,0,34,1,8.5,2,Bahrain,Mong Kok,9 Mar 2023
Ehsan Khan,4.0,0,34,1,8.5,2,Kuwait,Mong Kok,9 Mar 2023
Mustafizur Rahman,4.0,0,34,1,8.5,1,England,Chattogram,9 Mar 2023
S Bodha,3.0,0,34,1,11.33,1,Portugal,Albergaria,10 Apr 2023
IS Sodhi,4.0,0,34,1,8.5,1,Pakistan,Lahore,14 Apr 2023
Shadab Khan,4.0,0,34,1,8.5,1,New Zealand,Lahore,17 Apr 2023
JA Fitzgerald,4.0,0,34,1,8.5,2,Malta,Gibraltar,5 May 2023
M Brasier,2.5,0,34,1,12,2,Norway,Glostrup,20 May 2023
SO Ngoche,4.0,0,34,1,8.5,1,Rwanda,Nairobi (Gym),9 Jun 2023
Z Bimenyimana,4.0,0,34,1,8.5,1,Uganda,Nairobi (Gym),19 Jun 2023
Fanyan Mughal,4.0,0,34,1,8.5,2,France,Marsa,10 Jul 2023
E Jabarkhel,4.0,0,34,1,8.5,1,France,Marsa,11 Jul 2023
Azmatullah Omarzai,3.0,0,34,1,11.33,2,Bangladesh,Sylhet,14 Jul 2023
SM Warnakulasuriya,2.0,0,34,1,17,2,Luxembourg,Marsa,15 Jul 2023
Sahel Zadran,3.1,0,34,1,10.73,2,Germany,Edinburgh (Golden),21 Jul 2023
Saud Munir,4.0,0,34,1,8.5,1,Italy,Edinburgh,25 Jul 2023
Arshdeep Singh,4.0,0,34,1,8.5,2,West Indies,Providence,6 Aug 2023
V Saini,4.0,0,34,1,8.5,2,Malta,Ilfov County,20 Aug 2023
LH Ferguson,3.0,0,34,1,11.33,2,England,Chester-le-Street,30 Aug 2023
Aayan Afzal Khan,4.0,0,34,1,8.5,2,Oman,Doha,16 Sep 2023
Zahoor Khan,4.0,0,34,1,8.5,2,Kuwait,Doha,19 Sep 2023
Kashif Abbas,4.0,0,34,1,8.5,1,Oman,Doha,20 Sep 2023
V Vijh,3.0,0,34,1,11.33,1,Gibraltar,Gibraltar,15 Oct 2023
E Rukiriza,4.0,0,34,1,8.5,1,Namibia,Windhoek,25 Nov 2023
KW Richardson,3.0,0,34,1,11.33,1,India,Guwahati,28 Nov 2023
JJ Huo,3.4,0,34,1,9.27,2,Malawi,Benoni,14 Dec 2023
CR Woakes,4.0,0,34,1,8.5,1,West Indies,St George's,14 Dec 2023
HER Tyler,4.0,0,34,1,8.5,1,Indonesia,Bali,23 Dec 2023
F Banunaek,2.0,0,34,1,17,2,Philippines,Bali,24 Dec 2023
R Ngarava,4.0,0,34,1,8.5,2,Sri Lanka,Colombo (RPS),14 Jan 2024
RR Sharan,4.0,0,34,1,8.5,1,Saudi Arabia,Bangkok,1 Feb 2024
Utkarsh Jain,4.0,0,34,1,8.5,1,Saudi Arabia,Bangkok,1 Feb 2024
Mohamed Ishmath,4.0,0,34,1,8.5,1,Singapore,Bangkok,2 Feb 2024
Luqman Butt,4.0,0,34,1,8.5,1,Indonesia,Bangkok,3 Feb 2024
Mohamed Ishmath,4.0,0,34,1,8.5,1,Saudi Arabia,Bangkok,12 Feb 2024
Zhao Tianle,3.0,0,34,1,11.33,1,Hong Kong,Mong Kok,14 Feb 2024
CN Greaves,3.0,0,34,1,11.33,2,U.A.E.,Dubai (DICS),11 Mar 2024
BJ McCarthy,4.0,0,34,1,8.5,1,Afghanistan,Sharjah,18 Mar 2024
Raja Adeel,3.0,0,34,1,11.33,1,Jersey,Cartagena,14 Apr 2024
Ehsan Khan,4.0,0,34,1,8.5,2,Nepal,Al Amerat,15 Apr 2024
Sajad Ahmadzai,4.0,0,34,1,8.5,2,Malta,Dreux,10 May 2024
M Vivekanandan,4.0,0,34,1,8.5,1,Japan,Sano,11 May 2024
Kaleem Sana,4.0,0,34,1,8.5,2,U.S.A.,Dallas,1 Jun 2024
BFW de Leede,3.5,0,34,1,8.86,2,South Africa,New York,8 Jun 2024
Ilyas Ataullah,4.0,0,34,1,8.5,1,Isle of Man,Rome,10 Jun 2024
J Evans,4.0,0,34,1,8.5,1,Romania,Rome,15 Jun 2024
NT Ellis,4.0,0,34,1,8.5,1,Scotland,Gros Islet,15 Jun 2024
Toqeer Ahmad,4.0,0,34,1,8.5,1,Jersey,Brondby,16 Jun 2024
P Gheewala,4.0,0,34,1,8.5,1,Cyprus,Episkopi,17 Jun 2024
JC Archer,4.0,0,34,1,8.5,1,West Indies,Gros Islet,19 Jun 2024
I Ntirenganya,2.0,0,34,1,17,2,Kenya,Nairobi,29 Jun 2024
PW Hasaranga,2.0,0,34,1,17,2,India,Pallekele,28 Jul 2024
J Danikula,4.0,0,34,1,8.5,2,Spain,Zagreb,2 Aug 2024
LA Burns,4.0,0,34,1,8.5,2,Czech Rep.,Port Soif,22 Aug 2024
W Nalisa,3.5,0,34,1,8.86,2,Fiji,Apia (No 2),23 Aug 2024
O Lutbayar,3.0,0,34,1,11.33,1,Kuwait,Kuala Lumpur,30 Aug 2024
RP Meredith,4.0,0,34,1,8.5,1,Scotland,Edinburgh,4 Sep 2024
Mohamed Shafeeq,4.0,0,34,1,8.5,1,Malaysia,Kuala Lumpur,5 Sep 2024
KA Maharaj,4.0,0,34,1,8.5,1,India,Durban,8 Nov 2024
Mehran Khan,4.0,0,34,1,8.5,1,Netherlands,Al Amerat,14 Nov 2024
Abdul Majid,4.0,0,34,1,8.5,2,Saudi Arabia,Doha,19 Nov 2024
Owais Ahmed,3.0,0,34,1,11.33,2,Cambodia,Doha,23 Nov 2024
Adil Butt,3.0,0,34,1,11.33,2,Nigeria,Abuja,26 Nov 2024
Ali Naseer,4.0,0,34,1,8.5,1,Bahrain,Doha,28 Nov 2024
M Mooketsi,4.0,0,34,1,8.5,1,Nigeria,Rwanda,5 Dec 2024
H Ssenyondo,4.0,0,34,1,8.5,1,Nigeria,Rwanda,6 Dec 2024
I Ntirenganya,4.0,0,34,1,8.5,1,Nigeria,Rwanda,9 Dec 2024
Shakeel Ahmed,4.0,0,34,1,8.5,2,Qatar,ICCA Dubai,14 Dec 2024
JB Little,4.0,0,34,1,8.5,2,Zimbabwe,Harare,23 Feb 2025
Mohammad Ali,2.0,0,34,1,17,2,New Zealand,Dunedin,18 Mar 2025
Ehsan Khan,4.0,0,34,1,8.5,2,Qatar,Mong Kok,13 Apr 2025
Aqib Iqbal,4.0,0,34,1,8.5,1,Norway,Vinor,10 Jun 2025
LA Dawson,4.0,0,34,1,8.5,2,West Indies,Southampton,10 Jun 2025
DJ Hawoe,4.0,0,34,1,8.5,2,Cambodia,Bali,12 Jun 2025
Gaurav Tiwari,4.0,0,34,1,8.5,1,Cambodia,Bali,14 Jun 2025
K Hinds,4.0,0,34,1,8.5,2,Bermuda,King City (NW),16 Jun 2025
Rahmatullah Mangal,3.0,0,34,1,11.33,1,Belgium,Ilfov County,27 Jun 2025
GA Priandana,4.0,0,34,1,8.5,1,Philippines,Bali,6 Jul 2025
LJ Myott,4.0,0,34,1,8.5,1,Indonesia,Bali,7 Jul 2025
K Nestor,2.2,0,34,1,14.57,2,Bulgaria,Sofia,11 Jul 2025
D Parashar,4.0,0,34,1,8.5,1,Uganda,Entebbe,19 Jul 2025
JO Holder,4.0,0,34,1,8.5,1,Pakistan,Lauderhill,3 Aug 2025
Haris Rauf,4.0,0,34,1,8.5,2,West Indies,Lauderhill,3 Aug 2025
Hardeep Singh,4.0,0,34,1,8.5,1,Croatia,Zagreb,8 Aug 2025
L Ngidi,3.0,0,34,1,11.33,1,Australia,Darwin,10 Aug 2025
Sazib Bhuiyan,4.0,0,34,1,8.5,1,Romania,Ilfov County,21 Aug 2025
Neeraj Mishra,3.0,0,34,1,11.33,1,Romania,Ilfov County,22 Aug 2025
A Beresford-Peirse,3.0,0,34,1,11.33,2,Serbia,Szodliget,31 Aug 2025
HH Pandya,3.0,0,34,1,11.33,1,Pakistan,Dubai (DICS),14 Sep 2025
Hassnain Shah,4.0,0,34,1,8.5,1,U.A.E.,Abu Dhabi,15 Sep 2025
K Juma,4.0,0,34,1,8.5,1,Kenya,Harare,4 Oct 2025
D Ravu,4.0,0,34,1,8.5,1,Oman,Al Amerat,10 Oct 2025
Noah Mead,3.0,0,34,1,11.33,1,Nepal,Al Amerat,17 Oct 2025
J Fernando,4.0,0,34,1,8.5,2,Austria,Ilfov County,19 Oct 2025
Naseem Shah,3.0,0,34,1,11.33,1,South Africa,Rawalpindi,28 Oct 2025
JO Holder,4.0,0,34,1,8.5,1,New Zealand,Auckland,6 Nov 2025
Shaheen Shah Afridi,4.0,0,34,1,8.5,1,Zimbabwe,Rawalpindi,18 Nov 2025
R Ngarava,4.0,0,34,1,8.5,1,Pakistan,Rawalpindi,23 Nov 2025
Rishad Hossain,4.0,0,34,1,8.5,1,Ireland,Chattogram,27 Nov 2025
AB Kamara,3.0,0,34,1,11.33,1,Nigeria,Abuja,5 Dec 2025
Kaung Htet Kyaw,4.0,0,34,1,8.5,1,Bhutan,Gelephu,27 Dec 2025
PVD Chameera,4.0,0,34,1,8.5,2,Pakistan,Dambulla,7 Jan 2026
IS Sodhi,3.0,0,34,1,11.33,2,India,Raipur,23 Jan 2026
MW Forde,3.3,0,34,1,9.71,2,South Africa,Centurion,29 Jan 2026
MM Baig,4.0,0,34,1,8.5,1,Bahrain,Doha,10 Feb 2026
Ali Hasan,3.0,0,34,1,11.33,1,Nepal,Wankhede,12 Feb 2026
L Ngidi,4.0,0,34,1,8.5,1,New Zealand,Ahmedabad,14 Feb 2026
C Bosch,4.0,0,34,1,8.5,1,New Zealand,Ahmedabad,14 Feb 2026
WG Jacks,2.0,0,34,1,17,2,Italy,Eden Gardens,16 Feb 2026
PVD Chameera,4.0,0,34,1,8.5,1,England,Pallekele,22 Feb 2026
Shahab Alam,2.0,0,35,1,17.5,1,U.A.E.,Al Amerat,12 Feb 2022
Zahoor Khan,4.0,0,35,1,8.75,2,Ireland,Al Amerat,13 Feb 2022
SS Cottrell,4.0,0,35,1,8.75,2,India,Eden Gardens,16 Feb 2022
Haris Rauf,3.1,0,35,1,11.05,2,Australia,Lahore,5 Apr 2022
H Lakov,4.0,0,35,1,8.75,1,Gibraltar,Marsa,15 May 2022
JTS Sumerauer,3.0,0,35,1,11.66,2,Guernsey,St Peter Port,20 May 2022
D Pretorius,3.0,0,35,1,11.66,1,India,Delhi,9 Jun 2022
J Evans,4.0,0,35,1,8.75,2,Spain,Gent,29 Jun 2022
TS Mills,3.0,0,35,1,11.66,1,India,Southampton,7 Jul 2022
H Lakov,4.0,0,35,1,8.75,2,Serbia,Belgrade,8 Jul 2022
SMK Waththage,4.0,0,35,1,8.75,1,Austria,Vinor,10 Jul 2022
Mohammad Ghazanfar,3.0,0,35,1,11.66,1,P.N.G.,Bulawayo,14 Jul 2022
MMR Obili,4.0,0,35,1,8.75,1,Switzerland,Kerava,27 Jul 2022
Awais Ikram,3.0,0,35,1,11.66,2,Bulgaria,Vantaa,27 Jul 2022
LH Ferguson,4.0,0,35,1,8.75,2,Scotland,Edinburgh,27 Jul 2022
K Rabada,3.0,0,35,1,11.66,2,England,Cardiff,28 Jul 2022
Ali Nayyer,3.0,0,35,1,11.66,2,Czech Rep.,Kerava,30 Jul 2022
Shiraz Khan,3.0,0,35,1,11.66,2,Bahrain,Al Amerat,13 Aug 2022
