Player,Runs,Not_Out,BF,Fours,Sixes,SR,Inns,Opposition,Ground,Start_Date
GH Dockrell,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-21
CA Young,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-21
AR McBrine,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-21
MR Adair,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-21
JB Little,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-21
Simi Singh,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-21
G Malla,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-21
JK Mukhiya,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-21
Aarif Sheikh,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-21
S Lamichhane,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-21
A Bohara,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-21
KS Airee,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-21
Lokesh Bam,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-21
Fayyaz Butt,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-21
Aamir Kaleem,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-21
Khawar Ali,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-21
Zeeshan Maqsood,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-21
Bilal Khan,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-21
Kaleemullah,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-21
Naseem Khushi,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-21
Sandeep Goud,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-21
Junaid Aziz,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-22
Waseeq Ahmed,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-22
G Axtell,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-22
Haider Butt,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-22
Muslim Yar,0,0,0,0,0,0.0,1,Canada,Al Amerat,2022-02-22
Ghulam Ahmadi,0,0,0,0,0,0.0,1,Canada,Al Amerat,2022-02-22
Saad Bin Zafar,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-22
Kaleem Sana,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-22
Salman Nazar,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-22
RR Joshi,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-22
S Movva,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-22
Zahoor Khan,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-22
Junaid Siddique,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-22
CA Young,0,0,0,0,0,0.0,1,Oman,Al Amerat,2022-02-22
MR Adair,0,0,0,0,0,0.0,1,Oman,Al Amerat,2022-02-22
JB Little,0,0,0,0,0,0.0,1,Oman,Al Amerat,2022-02-22
Waseeq Ahmed,0,0,0,0,0,0.0,1,Canada,Al Amerat,2022-02-24
Saad Bin Zafar,0,0,0,0,0,0.0,2,Bahrain,Al Amerat,2022-02-24
Kaleem Sana,0,0,0,0,0,0.0,2,Bahrain,Al Amerat,2022-02-24
Salman Nazar,0,0,0,0,0,0.0,2,Bahrain,Al Amerat,2022-02-24
H Thaker,0,0,0,0,0,0.0,2,Bahrain,Al Amerat,2022-02-24
D Heyliger,0,0,0,0,0,0.0,2,Bahrain,Al Amerat,2022-02-24
RR Joshi,0,0,0,0,0,0.0,2,Bahrain,Al Amerat,2022-02-24
G Chohan,0,0,0,0,0,0.0,1,Germany,Al Amerat,2022-02-24
D Klein,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-24
Faisal Mubashir,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-24
DA Blignaut,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-24
Muslim Yar,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-24
SVE Bharathi,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-24
Ghulam Ahmadi,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-24
Fayaz Khan,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-24
Shoaib Khan,0,0,0,0,0,0.0,2,Philippines,Al Amerat,2022-02-24
Kashif Daud,0,0,0,0,0,0.0,2,Ireland,Al Amerat,2022-02-24
Ahmed Raza,0,0,0,0,0,0.0,2,Ireland,Al Amerat,2022-02-24
Zahoor Khan,0,0,0,0,0,0.0,2,Ireland,Al Amerat,2022-02-24
KP Meiyappan,0,0,0,0,0,0.0,2,Ireland,Al Amerat,2022-02-24
Zawar Farid,0,0,0,0,0,0.0,2,Ireland,Al Amerat,2022-02-24
Junaid Siddique,0,0,0,0,0,0.0,2,Ireland,Al Amerat,2022-02-24
G Malla,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-24
DS Airee,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-24
S Lamichhane,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-24
A Bohara,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-24
KS Airee,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-24
Lokesh Bam,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-24
S Dhakal,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-24
B Yadav,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-24
B Kumar,0,0,0,0,0,0.0,1,Sri Lanka,Lucknow,2022-02-24
HV Patel,0,0,0,0,0,0.0,1,Sri Lanka,Lucknow,2022-02-24
SV Samson,0,0,0,0,0,0.0,1,Sri Lanka,Lucknow,2022-02-24
YS Chahal,0,0,0,0,0,0.0,1,Sri Lanka,Lucknow,2022-02-24
DJ Hooda,0,0,0,0,0,0.0,1,Sri Lanka,Lucknow,2022-02-24
JJ Bumrah,0,0,0,0,0,0.0,1,Sri Lanka,Lucknow,2022-02-24
VR Iyer,0,0,0,0,0,0.0,1,Sri Lanka,Lucknow,2022-02-24
JDF Vandersay,0,0,0,0,0,0.0,2,India,Lucknow,2022-02-24
CBRLS Kumara,0,0,0,0,0,0.0,2,India,Lucknow,2022-02-24
P Jayawickrama,0,0,0,0,0,0.0,2,India,Lucknow,2022-02-24
PVD Chameera,0,0,0,0,0,0.0,1,India,Dharamsala,2022-02-26
B Fernando,0,0,0,0,0,0.0,1,India,Dharamsala,2022-02-26
CBRLS Kumara,0,0,0,0,0,0.0,1,India,Dharamsala,2022-02-26
P Jayawickrama,0,0,0,0,0,0.0,1,India,Dharamsala,2022-02-26
B Kumar,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-26
HV Patel,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-26
YS Chahal,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-26
DJ Hooda,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-26
JJ Bumrah,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-26
VR Iyer,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-26
JDF Vandersay,0,0,0,0,0,0.0,1,India,Dharamsala,2022-02-27
PVD Chameera,0,0,0,0,0,0.0,1,India,Dharamsala,2022-02-27
B Fernando,0,0,0,0,0,0.0,1,India,Dharamsala,2022-02-27
CBRLS Kumara,0,0,0,0,0,0.0,1,India,Dharamsala,2022-02-27
HV Patel,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-27
Kuldeep Yadav,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-27
Avesh Khan,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-27
Mohammed Siraj,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-27
Ravi Bishnoi,0,0,0,0,0,0.0,2,Sri Lanka,Dharamsala,2022-02-27
Mustafizur Rahman,0,0,0,0,0,0.0,1,Afghanistan,Mirpur,2022-03-03
Mohammad Nabi,0,0,0,0,0,0.0,2,Bangladesh,Mirpur,2022-03-05
Najibullah Zadran,0,0,0,0,0,0.0,2,Bangladesh,Mirpur,2022-03-05
Sharafuddin Ashraf,0,0,0,0,0,0.0,2,Bangladesh,Mirpur,2022-03-05
Rashid Khan,0,0,0,0,0,0.0,2,Bangladesh,Mirpur,2022-03-05
Karim Janat,0,0,0,0,0,0.0,2,Bangladesh,Mirpur,2022-03-05
Azmatullah Omarzai,0,0,0,0,0,0.0,2,Bangladesh,Mirpur,2022-03-05
Fazalhaq Farooqi,0,0,0,0,0,0.0,2,Bangladesh,Mirpur,2022-03-05
Muhammad Wafiq,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-03-29
S Muniandy,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-03-29
Pavandeep Singh,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-03-29
Ainool Hafizs,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-03-29
Muhammad Amir,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-03-29
Ammar Zuhdi Hazalan,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-03-29
S Vijay Unni,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-03-29
Muhammad Wafiq,0,0,0,0,0,0.0,1,Nepal,Kirtipur,2022-03-30
Sompal Kami,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-03-30
Aarif Sheikh,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-03-30
Karan KC,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-03-30
S Lamichhane,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-03-30
A Bohara,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-03-30
Sompal Kami,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-03-31
A Bohara,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-03-31
Syazrul Idrus,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-04-01
Muhammad Wafiq,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-04-01
Pavandeep Singh,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-04-01
Ammar Zuhdi Hazalan,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-04-01
S Bau,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-04-01
N Vanua,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-04-01
KV Morea,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-04-01
CA Soper,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-04-01
R Hekure,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-04-01
SI Kamea,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-04-01
SK Atai,0,0,0,0,0,0.0,2,Malaysia,Kirtipur,2022-04-01
Karan KC,0,0,0,0,0,0.0,1,Malaysia,Kirtipur,2022-04-02
S Lamichhane,0,0,0,0,0,0.0,1,Malaysia,Kirtipur,2022-04-02
A Bohara,0,0,0,0,0,0.0,1,Malaysia,Kirtipur,2022-04-02
D Nath,0,0,0,0,0,0.0,1,Malaysia,Kirtipur,2022-04-02
KS Airee,0,0,0,0,0,0.0,1,Malaysia,Kirtipur,2022-04-02
Sompal Kami,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-04-04
S Lamichhane,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-04-04
A Bohara,0,0,0,0,0,0.0,1,P.N.G.,Kirtipur,2022-04-04
Haris Rauf,0,0,0,0,0,0.0,1,Australia,Lahore,2022-04-05
A Zampa,0,0,0,0,0,0.0,2,Pakistan,Lahore,2022-04-05
NT Ellis,0,0,0,0,0,0.0,2,Pakistan,Lahore,2022-04-05
F Nsubuga,0,0,0,0,0,0.0,1,Namibia,Windhoek,2022-04-08
B Masaba,0,0,0,0,0,0.0,1,Namibia,Windhoek,2022-04-08
C Kyewuta,0,0,0,0,0,0.0,1,Namibia,Windhoek,2022-04-08
F Achelam,0,0,0,0,0,0.0,1,Namibia,Windhoek,2022-04-08
CG Williams,0,0,0,0,0,0.0,2,Uganda,Windhoek,2022-04-08
BM Scholtz,0,0,0,0,0,0.0,2,Uganda,Windhoek,2022-04-08
JN Frylinck,0,0,0,0,0,0.0,2,Uganda,Windhoek,2022-04-08
T Lungameni,0,0,0,0,0,0.0,2,Uganda,Windhoek,2022-04-08
JJ Smit,0,0,0,0,0,0.0,2,Uganda,Windhoek,2022-04-08
R Trumpelmann,0,0,0,0,0,0.0,2,Uganda,Windhoek,2022-04-08
DO Leicher,0,0,0,0,0,0.0,2,Uganda,Windhoek,2022-04-08
BM Scholtz,0,0,0,0,0,0.0,1,Uganda,Windhoek,2022-04-09
JN Frylinck,0,0,0,0,0,0.0,1,Uganda,Windhoek,2022-04-09
T Lungameni,0,0,0,0,0,0.0,1,Uganda,Windhoek,2022-04-09
R Trumpelmann,0,0,0,0,0,0.0,1,Uganda,Windhoek,2022-04-09
DO Leicher,0,0,0,0,0,0.0,1,Uganda,Windhoek,2022-04-09
F Nsubuga,0,0,0,0,0,0.0,2,Namibia,Windhoek,2022-04-09
H Ssenyondo,0,0,0,0,0,0.0,2,Namibia,Windhoek,2022-04-09
B Masaba,0,0,0,0,0,0.0,2,Namibia,Windhoek,2022-04-09
F Akankwasa,0,0,0,0,0,0.0,2,Namibia,Windhoek,2022-04-09
C Kyewuta,0,0,0,0,0,0.0,2,Namibia,Windhoek,2022-04-09
F Achelam,0,0,0,0,0,0.0,2,Namibia,Windhoek,2022-04-09
T Lungameni,0,0,0,0,0,0.0,1,Uganda,Windhoek,2022-04-10
B Shikongo,0,0,0,0,0,0.0,1,Uganda,Windhoek,2022-04-10
B Jagroo,0,0,0,0,0,0.0,1,Cayman,George Town,2022-04-13
Sandeep Goud,0,0,0,0,0,0.0,1,Cayman,George Town,2022-04-13
A Harris,0,0,0,0,0,0.0,1,Cayman,George Town,2022-04-13
T Taylor,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-13
C Wright,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-13
AF Ifill,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-13
KA Bazil,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-13
A Morris,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-13
P Chin,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-13
M Swack,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-13
A Morris,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-14
P Chin,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-14
M Swack,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-14
J Jemison,0,0,0,0,0,0.0,1,Cayman,George Town,2022-04-16
B Jagroo,0,0,0,0,0,0.0,1,Cayman,George Town,2022-04-16
E Haven,0,0,0,0,0,0.0,1,Cayman,George Town,2022-04-16
Sandeep Goud,0,0,0,0,0,0.0,1,Cayman,George Town,2022-04-16
A Harris,0,0,0,0,0,0.0,1,Cayman,George Town,2022-04-16
T Taylor,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-16
KA Bazil,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-16
P Chin,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-16
G Smith,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-16
M Swack,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-16
D Johnson,0,0,0,0,0,0.0,2,Bahamas,George Town,2022-04-16
AF Ifill,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-16
KA Bazil,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-16
OR Willis,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-16
G Smith,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-16
M Swack,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-16
P Chin,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-17
G Smith,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-17
LHB Harrington-Myers,0,0,0,0,0,0.0,1,Bahamas,George Town,2022-04-17
B Jagroo,0,0,0,0,0,0.0,2,Cayman,George Town,2022-04-17
R Davson,0,0,0,0,0,0.0,2,Cayman,George Town,2022-04-17
Abdullah Sheikh,0,0,0,0,0,0.0,1,Guernsey,Almeria,2022-04-29
Vinay Ravi,0,0,0,0,0,0.0,1,Guernsey,Almeria,2022-04-29
Ahmadullah Shinwari,0,0,0,0,0,0.0,1,Guernsey,Almeria,2022-04-29
WA Peatfield,0,0,0,0,0,0.0,2,Norway,Almeria,2022-04-29
LT Bichard,0,0,0,0,0,0.0,2,Norway,Almeria,2022-04-29
Raja Adeel,0,0,0,0,0,0.0,1,Norway,Almeria,2022-04-30
Zulqarnain Haider,0,0,0,0,0,0.0,1,Norway,Almeria,2022-04-30
C Rumistrzewicz,0,0,0,0,0,0.0,1,Norway,Almeria,2022-04-30
Vinay Ravi,0,0,0,0,0,0.0,1,Guernsey,Almeria,2022-04-30
Ahmadullah Shinwari,0,0,0,0,0,0.0,1,Guernsey,Almeria,2022-04-30
LB Ferbrache,0,0,0,0,0,0.0,2,Norway,Almeria,2022-04-30
DR Hooper,0,0,0,0,0,0.0,2,Norway,Almeria,2022-04-30
OB Nightingale,0,0,0,0,0,0.0,2,Norway,Almeria,2022-04-30
WA Peatfield,0,0,0,0,0,0.0,2,Norway,Almeria,2022-04-30
OE Newey,0,0,0,0,0,0.0,2,Norway,Almeria,2022-04-30
DE Martel,0,0,0,0,0,0.0,2,Norway,Almeria,2022-04-30
LT Bichard,0,0,0,0,0,0.0,2,Norway,Almeria,2022-04-30
R Panchal,0,0,0,0,0,0.0,2,Guernsey,Almeria,2022-04-30
LA Burns,0,0,0,0,0,0.0,2,Guernsey,Almeria,2022-04-30
Raja Adeel,0,0,0,0,0,0.0,2,Guernsey,Almeria,2022-04-30
Zulqarnain Haider,0,0,0,0,0,0.0,2,Guernsey,Almeria,2022-04-30
C Rumistrzewicz,0,0,0,0,0,0.0,2,Guernsey,Almeria,2022-04-30
Hamza Dar,0,0,0,0,0,0.0,2,Guernsey,Almeria,2022-04-30
Mohammad Kamran,0,0,0,0,0,0.0,2,Guernsey,Almeria,2022-04-30
LB Ferbrache,0,0,0,0,0,0.0,2,Spain,Almeria,2022-05-01
DR Hooper,0,0,0,0,0,0.0,2,Spain,Almeria,2022-05-01
OB Nightingale,0,0,0,0,0,0.0,2,Spain,Almeria,2022-05-01
WA Peatfield,0,0,0,0,0,0.0,2,Spain,Almeria,2022-05-01
OE Newey,0,0,0,0,0,0.0,2,Spain,Almeria,2022-05-01
DE Martel,0,0,0,0,0,0.0,2,Spain,Almeria,2022-05-01
LT Bichard,0,0,0,0,0,0.0,2,Spain,Almeria,2022-05-01
TC Vine,0,0,0,0,0,0.0,1,Norway,Almeria,2022-05-01
Raja Adeel,0,0,0,0,0,0.0,1,Norway,Almeria,2022-05-01
Omar Hayat,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-07
Raaz Mohammad,0,0,0,0,0,0.0,2,Denmark,Brondby,2022-05-07
Mohammad Asaduzzaman,0,0,0,0,0,0.0,2,Denmark,Brondby,2022-05-07
FA Klokker,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-07
Omar Hayat,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-07
Abdul Hashmi,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-07
Lucky Ali,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-07
A Khan,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-08
FA Klokker,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-08
Omar Hayat,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-08
Abdullah Mahmood,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-08
Musa Shaheen,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-08
J Jojo,0,0,0,0,0,0.0,1,Finland,Brondby,2022-05-08
Mohammad Asaduzzaman,0,0,0,0,0,0.0,2,Denmark,Brondby,2022-05-08
S Bodha,0,0,0,0,0,0.0,1,Malta,Marsa,2022-05-10
J Marples,0,0,0,0,0,0.0,1,Malta,Marsa,2022-05-10
Z Simpson,0,0,0,0,0,0.0,1,Malta,Marsa,2022-05-10
Waseem Abbas,0,0,0,0,0,0.0,2,Gibraltar,Marsa,2022-05-10
Amar Sharma,0,0,0,0,0,0.0,2,Gibraltar,Marsa,2022-05-10
Bilal Muhammad,0,0,0,0,0,0.0,2,Gibraltar,Marsa,2022-05-10
Jaison Jerome,0,0,0,0,0,0.0,2,Gibraltar,Marsa,2022-05-10
Waseem Abbas,0,0,0,0,0,0.0,1,Hungary,Marsa,2022-05-10
Amar Sharma,0,0,0,0,0,0.0,1,Hungary,Marsa,2022-05-10
Jaison Jerome,0,0,0,0,0,0.0,1,Hungary,Marsa,2022-05-10
Akramullah Malikzada,0,0,0,0,0,0.0,2,Malta,Marsa,2022-05-10
SA Mohandas,0,0,0,0,0,0.0,2,Malta,Marsa,2022-05-10
BP Adapaka,0,0,0,0,0,0.0,2,Malta,Marsa,2022-05-10
N Advani,0,0,0,0,0,0.0,1,Hungary,Marsa,2022-05-10
Akramullah Malikzada,0,0,0,0,0,0.0,2,Gibraltar,Marsa,2022-05-10
SA Mohandas,0,0,0,0,0,0.0,2,Gibraltar,Marsa,2022-05-10
BP Adapaka,0,0,0,0,0,0.0,2,Gibraltar,Marsa,2022-05-10
C Zavoiu,0,0,0,0,0,0.0,1,Malta,Marsa,2022-05-11
R Kumar,0,0,0,0,0,0.0,1,Malta,Marsa,2022-05-11
M Gherasim,0,0,0,0,0,0.0,1,Malta,Marsa,2022-05-11
Gaurav Mishra,0,0,0,0,0,0.0,1,Malta,Marsa,2022-05-11
Sukhkaran Sahi,0,0,0,0,0,0.0,1,Malta,Marsa,2022-05-11
Waseem Abbas,0,0,0,0,0,0.0,2,Romania,Marsa,2022-05-11
Amar Sharma,0,0,0,0,0,0.0,2,Romania,Marsa,2022-05-11
Bilal Muhammad,0,0,0,0,0,0.0,2,Romania,Marsa,2022-05-11
J Shaju,0,0,0,0,0,0.0,2,Romania,Marsa,2022-05-11
SJ Patel,0,0,0,0,0,0.0,1,Gibraltar,Marsa,2022-05-11
S Sengupta,0,0,0,0,0,0.0,1,Gibraltar,Marsa,2022-05-11
S Chaudhary,0,0,0,0,0,0.0,1,Gibraltar,Marsa,2022-05-11
Divyendra Singh,0,0,0,0,0,0.0,1,Gibraltar,Marsa,2022-05-11
KJ Ferrary,0,0,0,0,0,0.0,2,Czech Rep.,Marsa,2022-05-11
BP Adapaka,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-11
Sandeep Nair,0,0,0,0,0,0.0,2,Hungary,Marsa,2022-05-11
Amar Sharma,0,0,0,0,0,0.0,1,Czech Rep.,Marsa,2022-05-12
J Shaju,0,0,0,0,0,0.0,1,Czech Rep.,Marsa,2022-05-12
Naveed Ahmed,0,0,0,0,0,0.0,2,Malta,Marsa,2022-05-12
A Ashokan,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-12
Naveed Ahmed,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-12
V Jagannivasan,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-12
S Chaudhary,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-12
Sazib Bhuiyan,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-12
S Ramakrishnan,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-12
Divyendra Singh,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-12
I Katzarski,0,0,0,0,0,0.0,2,Czech Rep.,Marsa,2022-05-12
Ahsan Khan,0,0,0,0,0,0.0,2,Czech Rep.,Marsa,2022-05-12
C Zavoiu,0,0,0,0,0,0.0,1,Hungary,Marsa,2022-05-12
Aftab Kayani,0,0,0,0,0,0.0,1,Hungary,Marsa,2022-05-12
M Gherasim,0,0,0,0,0,0.0,1,Hungary,Marsa,2022-05-12
S Ashwathnarayana,0,0,0,0,0,0.0,2,Romania,Marsa,2022-05-12
AG Weligamage,0,0,0,0,0,0.0,2,Romania,Marsa,2022-05-12
SA Mohandas,0,0,0,0,0,0.0,2,Romania,Marsa,2022-05-12
Ali Farasat,0,0,0,0,0,0.0,2,Romania,Marsa,2022-05-12
BP Adapaka,0,0,0,0,0,0.0,2,Romania,Marsa,2022-05-12
CM Rocca,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-13
A Reyes,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-13
RJ Hatchman,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-13
N Advani,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-13
S Bodha,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-13
J Marples,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-13
M Whelan,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-13
Z Simpson,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-13
M Gouws,0,0,0,0,0,0.0,1,Bulgaria,Marsa,2022-05-13
DV Varghese,0,0,0,0,0,0.0,2,Gibraltar,Marsa,2022-05-13
Ahsan Khan,0,0,0,0,0,0.0,2,Gibraltar,Marsa,2022-05-13
Karthik Pillai,0,0,0,0,0,0.0,2,Gibraltar,Marsa,2022-05-13
Abdul Shakoor,0,0,0,0,0,0.0,1,Czech Rep.,Marsa,2022-05-13
C Zavoiu,0,0,0,0,0,0.0,1,Czech Rep.,Marsa,2022-05-13
S Nadigotla,0,0,0,0,0,0.0,1,Czech Rep.,Marsa,2022-05-13
M Gherasim,0,0,0,0,0,0.0,1,Czech Rep.,Marsa,2022-05-13
Gaurav Mishra,0,0,0,0,0,0.0,1,Czech Rep.,Marsa,2022-05-13
I Katzarski,0,0,0,0,0,0.0,1,Romania,Marsa,2022-05-13
Sandeep Nair,0,0,0,0,0,0.0,1,Romania,Marsa,2022-05-13
C Zavoiu,0,0,0,0,0,0.0,2,Bulgaria,Marsa,2022-05-13
R Kumar,0,0,0,0,0,0.0,2,Bulgaria,Marsa,2022-05-13
Ijaz Hussain,0,0,0,0,0,0.0,2,Bulgaria,Marsa,2022-05-13
M Gherasim,0,0,0,0,0,0.0,2,Bulgaria,Marsa,2022-05-13
SVA Karthikeyan,0,0,0,0,0,0.0,2,Bulgaria,Marsa,2022-05-13
Gaurav Mishra,0,0,0,0,0,0.0,2,Bulgaria,Marsa,2022-05-13
Sukhkaran Sahi,0,0,0,0,0,0.0,2,Bulgaria,Marsa,2022-05-13
SA Mohandas,0,0,0,0,0,0.0,1,Czech Rep.,Marsa,2022-05-14
BP Adapaka,0,0,0,0,0,0.0,1,Czech Rep.,Marsa,2022-05-14
Naveed Ahmed,0,0,0,0,0,0.0,2,Hungary,Marsa,2022-05-14
SJ Patel,0,0,0,0,0,0.0,2,Hungary,Marsa,2022-05-14
S Sengupta,0,0,0,0,0,0.0,2,Hungary,Marsa,2022-05-14
